"Geneid","ORE_male_1","CHD_male_1","ORE_male_2","CHD_male_2 "
"FBgn0284253","168","127","154","40"
"FBgn0284254","76","31","53","6"
"FBgn0284255","53","18","28","7"
"FBgn0284256","412","273","364","81"
"FBgn0284257","1833","808","1628","229"
"FBgn0284408","4110","1941","3236","492"
"FBgn0284409","1","0","0","0"
"FBgn0284410","0","0","0","0"
"FBgn0284411","0","0","0","0"
"FBgn0284412","0","0","0","0"
"FBgn0284413","0","0","0","0"
"FBgn0284414","0","0","0","0"
"FBgn0284415","0","0","0","0"
"FBgn0284416","2","0","0","0"
"FBgn0284417","0","0","0","0"
"FBgn0284418","0","0","0","0"
"FBgn0284419","0","2","0","0"
"FBgn0284420","0","0","0","0"
"FBgn0284421","174","109","119","27"
"FBgn0284435","203","64","134","11"
"FBgn0284436","457","169","362","51"
"FBgn0284442","37","12","22","4"
"FBgn0284444","27","13","14","1"
"FBgn0285879","320","224","283","49"
"FBgn0285892","139","96","132","13"
"FBgn0285896","30","20","24","3"
"FBgn0285910","715","347","555","80"
"FBgn0285911","118","81","113","13"
"FBgn0285912","10","15","6","1"
"FBgn0285913","358","172","256","55"
"FBgn0285917","2840","1709","2193","388"
"FBgn0285925","6677","3523","5618","784"
"FBgn0285926","490","272","467","60"
"FBgn0285937","198","142","183","24"
"FBgn0285938","7","3","4","1"
"FBgn0285940","0","1","0","0"
"FBgn0285941","0","0","0","0"
"FBgn0285943","0","4","1","0"
"FBgn0285944","6562","2785","5832","621"
"FBgn0285947","1553","717","1250","168"
"FBgn0285948","1461","638","1219","192"
"FBgn0285949","1121","529","952","121"
"FBgn0285950","2045","928","1819","242"
"FBgn0285951","10","9","13","2"
"FBgn0285952","533","303","557","66"
"FBgn0285954","132","89","123","23"
"FBgn0285955","2009","804","1566","192"
"FBgn0285958","0","0","0","0"
"FBgn0285959","0","0","0","0"
"FBgn0285963","552","281","447","58"
"FBgn0285966","0","0","0","0"
"FBgn0285969","1","0","0","0"
"FBgn0285970","0","0","0","0"
"FBgn0285971","35","28","27","5"
"FBgn0285991","1178","685","958","187"
"FBgn0285992","38","5","15","2"
"FBgn0285993","0","0","0","0"
"FBgn0285994","0","0","0","0"
"FBgn0286027","34","20","18","3"
"FBgn0286028","202","112","179","24"
"FBgn0286029","2","1","2","0"
"FBgn0286030","4","2","2","0"
"FBgn0286031","0","0","0","0"
"FBgn0286032","0","1","2","1"
"FBgn0286033","0","0","0","0"
"FBgn0286034","40","22","36","7"
"FBgn0286035","3","1","6","1"
"FBgn0286036","0","0","0","0"
"FBgn0286037","12","9","9","0"
"FBgn0286038","0","0","0","0"
"FBgn0286039","1","0","1","0"
"FBgn0286040","3","0","2","0"
"FBgn0286041","1","0","6","0"
"FBgn0286042","10","2","4","0"
"FBgn0286051","64","32","67","9"
"FBgn0286070","399","199","319","45"
"FBgn0286071","277","146","233","43"
"FBgn0286075","94","52","69","21"
"FBgn0286198","210","78","190","22"
"FBgn0286199","5","7","7","1"
"FBgn0286203","287","172","223","25"
"FBgn0286204","1","0","0","1"
"FBgn0286213","982","439","705","124"
"FBgn0286222","567","336","428","77"
"FBgn0286506","132","83","97","19"
"FBgn0286507","32","16","25","1"
"FBgn0286508","0","0","0","0"
"FBgn0286511","87","59","80","14"
"FBgn0286516","5057","2282","4753","519"
"FBgn0286567","312","221","270","56"
"FBgn0286723","26","10","14","2"
"FBgn0286726","0","0","1","0"
"FBgn0286727","0","0","0","0"
"FBgn0286728","0","1","0","0"
"FBgn0286729","0","0","0","0"
"FBgn0286730","2","1","6","0"
"FBgn0286731","5","2","8","2"
"FBgn0286732","9","3","4","2"
"FBgn0286733","8","4","3","1"
"FBgn0286734","18","8","17","1"
"FBgn0286735","0","0","0","0"
"FBgn0286736","9","3","7","2"
"FBgn0286737","0","0","0","0"
"FBgn0286738","0","0","0","0"
"FBgn0286739","0","0","0","0"
"FBgn0286740","0","0","0","0"
"FBgn0286741","0","0","0","0"
"FBgn0286758","0","0","0","0"
"FBgn0286778","4505","1458","3741","414"
"FBgn0286781","984","593","854","128"
"FBgn0286782","9","25","10","9"
"FBgn0286783","504","224","371","49"
"FBgn0286784","922","470","735","136"
"FBgn0286785","322","139","255","21"
"FBgn0286786","13","1","18","5"
"FBgn0286788","12","3","8","2"
"FBgn0286809","192","90","157","15"
"FBgn0286813","721","427","648","123"
"FBgn0286818","1430","722","1131","153"
"FBgn0286827","582","238","509","46"
"FBgn0286828","75","60","75","6"
"FBgn0286833","1","2","0","0"
"FBgn0286834","0","0","0","0"
"FBgn0286852","51","25","27","5"
"FBgn0286867","0","0","0","0"
"FBgn0286868","0","0","0","0"
"FBgn0286869","2","1","1","0"
"FBgn0286870","0","0","0","0"
"FBgn0286871","1","0","0","0"
"FBgn0286872","2","2","3","1"
"FBgn0286873","6","2","2","0"
"FBgn0286874","0","0","0","0"
"FBgn0286875","12","9","14","2"
"FBgn0286876","0","0","1","0"
"FBgn0286877","7","2","4","0"
"FBgn0286878","1","0","2","0"
"FBgn0286879","6","1","2","0"
"FBgn0286880","6","0","4","0"
"FBgn0286881","0","0","1","0"
"FBgn0286882","0","0","0","0"
"FBgn0286883","11","8","6","0"
"FBgn0286884","1","0","1","0"
"FBgn0286885","0","0","0","0"
"FBgn0286889","0","0","2","0"
"FBgn0286890","1","5","2","1"
"FBgn0286891","2","1","2","1"
"FBgn0286892","0","0","0","0"
"FBgn0286893","0","0","0","0"
"FBgn0286898","556","333","453","106"
"FBgn0286913","1","0","0","0"
"FBgn0286914","12","4","9","0"
"FBgn0286915","0","0","0","0"
"FBgn0286916","0","0","0","0"
"FBgn0286917","0","0","0","0"
"FBgn0286918","4","0","3","1"
"FBgn0286919","0","0","0","0"
"FBgn0286920","0","0","0","0"
"FBgn0286921","0","0","0","0"
"FBgn0286925","2","2","1","0"
"FBgn0286926","0","0","0","0"
"FBgn0286927","0","2","2","0"
"FBgn0286928","3","1","2","1"
"FBgn0286929","0","0","0","0"
"FBgn0286930","0","0","0","0"
"FBgn0286931","0","0","0","0"
"FBgn0286932","0","0","0","0"
"FBgn0286933","0","0","0","0"
"FBgn0286937","1","0","1","0"
"FBgn0286938","0","0","0","0"
"FBgn0286939","0","0","0","0"
"FBgn0286940","0","0","0","0"
"FBgn0286941","0","0","0","0"
"FBgn0286976","0","0","0","0"
"FBgn0286977","0","0","0","0"
"FBgn0286979","0","0","0","0"
"FBgn0286980","0","0","0","0"
"FBgn0287182","1396","883","1270","206"
"FBgn0287183","811","505","949","130"
"FBgn0287184","68","5","49","2"
"FBgn0287185","5","0","2","0"
"FBgn0287186","254","128","243","47"
"FBgn0287187","137","95","130","27"
"FBgn0287204","67","42","69","9"
"FBgn0287209","179","122","136","23"
"FBgn0287210","0","0","0","0"
"FBgn0287211","0","0","0","0"
"FBgn0287212","0","0","0","0"
"FBgn0287213","0","1","0","0"
"FBgn0287214","2","0","0","0"
"FBgn0287215","1","2","0","0"
"FBgn0287216","0","0","0","0"
"FBgn0287217","4","3","4","0"
"FBgn0287218","55","43","40","7"
"FBgn0287225","162","82","153","27"
"FBgn0287234","239","166","180","37"
"FBgn0287423","1453","2813","1193","768"
"FBgn0287454","166","68","141","10"
"FBgn0287460","0","0","0","0"
"FBgn0287461","56","22","45","10"
"FBgn0287462","4","1","3","1"
"FBgn0287463","0","0","0","0"
"FBgn0287464","0","0","0","0"
"FBgn0287465","0","0","0","0"
"FBgn0287466","1","0","0","0"
"FBgn0287478","1821","858","1448","194"
"FBgn0287585","622","282","499","73"
"FBgn0287586","0","0","0","0"
"FBgn0287587","0","0","0","0"
"FBgn0287588","0","0","0","0"
"FBgn0287589","0","0","0","0"
"FBgn0287590","0","0","0","0"
"FBgn0287591","0","1","0","0"
"FBgn0287592","57","22","48","5"
"FBgn0287594","0","0","0","0"
"FBgn0287595","0","0","0","0"
"FBgn0287596","0","0","0","0"
"FBgn0287597","38","63","44","7"
"FBgn0287598","0","0","0","0"
"FBgn0287599","0","0","0","0"
"FBgn0287600","1","0","0","0"
"FBgn0287601","4","0","2","1"
"FBgn0287602","75","43","73","7"
"FBgn0287603","120","49","89","7"
"FBgn0287604","0","0","0","0"
"FBgn0287605","32","4","21","0"
"FBgn0287606","53","41","48","8"
"FBgn0287607","31","22","31","8"
"FBgn0287608","33","17","21","3"
"FBgn0287609","21","7","31","1"
"FBgn0287610","1","0","0","0"
"FBgn0287611","0","0","0","1"
"FBgn0287612","13","9","7","4"
"FBgn0287613","38","21","43","11"
"FBgn0287614","116","64","112","36"
"FBgn0287615","25","10","14","3"
"FBgn0287616","0","1","0","0"
"FBgn0287617","259","87","270","22"
"FBgn0287618","60","27","43","13"
"FBgn0287619","13","12","15","2"
"FBgn0287620","3","5","2","2"
"FBgn0287621","1","0","1","0"
"FBgn0287630","0","0","2","0"
"FBgn0287631","105","55","106","9"
"FBgn0287632","6","2","5","0"
"FBgn0287633","2","2","3","1"
"FBgn0287645","3","0","0","0"
"FBgn0287667","93","33","60","5"
"FBgn0287668","1","1","6","3"
"FBgn0287669","1","0","0","1"
"FBgn0287670","0","0","0","0"
"FBgn0287695","75","48","61","9"
"FBgn0287696","52","30","38","7"
"FBgn0287720","5","1","1","2"
"FBgn0287724","1535","835","1410","213"
"FBgn0287725","1189","620","931","123"
"FBgn0287767","76","59","84","12"
"FBgn0287768","4","1","4","0"
"FBgn0287774","59","40","40","10"
"FBgn0287775","526","449","406","106"
"FBgn0287788","0","0","0","0"
"FBgn0287825","1181","708","1023","177"
"FBgn0287828","317","122","245","28"
"FBgn0287831","339","198","285","41"
"FBgn0287844","204","156","154","53"
"FBgn0287864","183","112","149","28"
"FBgn0287873","1796","1136","1495","280"
"FBgn0288229","1609","747","1253","198"
"FBgn0288232","46","22","21","7"
"FBgn0288310","2162","1535","1690","419"
"FBgn0288433","34","11","16","0"
"FBgn0288447","3","0","2","0"
"FBgn0288469","180","126","141","20"
"FBgn0288470","238","141","217","37"
"FBgn0288631","83","46","50","11"
"FBgn0288686","62","31","35","6"
"FBgn0288690","5","1","2","0"
"FBgn0288700","150","74","92","11"
"FBgn0288701","0","4","1","0"
"FBgn0288705","1","0","4","0"
"FBgn0288728","0","0","0","0"
"FBgn0288729","0","0","0","0"
"FBgn0288730","0","0","0","0"
"FBgn0288731","0","0","0","0"
"FBgn0288732","0","0","0","0"
"FBgn0288733","0","0","0","0"
"FBgn0288734","0","0","0","0"
"FBgn0288735","0","0","0","0"
"FBgn0288736","0","0","0","0"
"FBgn0288737","0","0","0","0"
"FBgn0288738","0","0","0","0"
"FBgn0288739","0","0","0","0"
"FBgn0288740","0","0","0","0"
"FBgn0288741","0","0","0","0"
"FBgn0288742","0","0","0","0"
"FBgn0288743","0","0","0","0"
"FBgn0288744","0","0","0","0"
"FBgn0288745","0","0","0","0"
"FBgn0288746","0","0","0","0"
"FBgn0288747","0","0","0","0"
"FBgn0288748","0","0","0","0"
"FBgn0288809","1","1","1","0"
"FBgn0288810","17","6","8","1"
"FBgn0288811","0","0","0","0"
"FBgn0288833","5","9","7","1"
"FBgn0288834","5","2","6","2"
"FBgn0288835","0","0","0","0"
"FBgn0288846","174","57","135","13"
"FBgn0288856","38","18","25","3"
"FBgn0288857","99","73","84","14"
"FBgn0288875","197","111","166","33"
"FBgn0288888","55","25","38","5"
"FBgn0288966","336","176","276","27"
"FBgn0288967","43","19","33","2"
"FBgn0288976","167","78","158","17"
"FBgn0289108","11","7","17","4"
"FBgn0289122","117","61","87","14"
"FBgn0289323","106","43","76","10"
"FBgn0289438","0","0","2","2"
"FBgn0289439","0","0","0","0"
"FBgn0289440","0","1","2","0"
"FBgn0289441","0","0","1","0"
"FBgn0289442","3","0","1","0"
"FBgn0289443","0","1","0","0"
"FBgn0289444","4","1","2","0"
"FBgn0010786","412","183","309","42"
"FBgn0029514","44","27","32","6"
"FBgn0003295","11","35","20","4"
"FBgn0052330","0","0","1","0"
"FBgn0052328","0","0","1","0"
"FBgn0052329","0","0","0","0"
"FBgn0011851","0","0","0","0"
"FBgn0011852","0","0","0","0"
"FBgn0011853","0","0","0","0"
"FBgn0052324","0","0","0","0"
"FBgn0052320","0","0","0","0"
"FBgn0011854","0","0","0","0"
"FBgn0011855","0","0","0","0"
"FBgn0035216","0","1","0","0"
"FBgn0035217","0","2","0","0"
"FBgn0004635","193","95","178","22"
"FBgn0028567","2","1","3","0"
"FBgn0035227","1330","927","1094","218"
"FBgn0011204","549","213","403","63"
"FBgn0028577","1458","748","1126","173"
"FBgn0043458","343","200","319","70"
"FBgn0020248","21","13","24","1"
"FBgn0052319","2","0","1","0"
"FBgn0043865","0","0","0","0"
"FBgn0035218","0","0","1","0"
"FBgn0035213","56","42","63","10"
"FBgn0035211","48","24","36","5"
"FBgn0035210","4","4","4","0"
"FBgn0035208","1","1","2","0"
"FBgn0035206","108","57","83","12"
"FBgn0035204","107","94","83","19"
"FBgn0010333","165","123","141","26"
"FBgn0035194","4","0","5","0"
"FBgn0052318","0","0","0","0"
"FBgn0004378","0","0","2","0"
"FBgn0035193","2","5","6","1"
"FBgn0035229","1018","543","702","101"
"FBgn0041342","1347","531","979","104"
"FBgn0035231","242","132","193","32"
"FBgn0035233","22","14","19","0"
"FBgn0035234","108","39","91","9"
"FBgn0035236","560","238","415","53"
"FBgn0035237","3751","1845","2864","386"
"FBgn0035244","324","118","244","27"
"FBgn0053230","54","25","53","7"
"FBgn0013753","83","56","59","13"
"FBgn0035248","7","7","6","1"
"FBgn0013755","1","0","2","0"
"FBgn0025712","59","36","48","11"
"FBgn0035252","85","71","88","9"
"FBgn0035254","18","9","15","1"
"FBgn0035257","8","3","7","0"
"FBgn0035260","148","79","110","13"
"FBgn0035263","26","9","21","1"
"FBgn0035266","198","134","161","36"
"FBgn0035267","394","194","309","63"
"FBgn0035268","167","74","123","23"
"FBgn0027903","15","11","15","2"
"FBgn0035272","29","25","21","5"
"FBgn0011573","112","44","105","12"
"FBgn0035273","3","1","3","0"
"FBgn0067864","325","213","237","57"
"FBgn0027790","84","68","77","17"
"FBgn0035280","22","25","20","4"
"FBgn0035279","1","1","3","1"
"FBgn0025820","40","11","29","3"
"FBgn0024510","247","114","222","22"
"FBgn0035271","15","5","16","2"
"FBgn0035270","130","85","119","13"
"FBgn0013811","92","26","74","4"
"FBgn0022702","7","9","7","2"
"FBgn0035265","0","0","1","1"
"FBgn0035264","18","10","29","2"
"FBgn0027594","866","405","738","90"
"FBgn0035262","152","55","163","14"
"FBgn0035256","3","0","7","0"
"FBgn0035255","16","11","15","1"
"FBgn0026372","2689","1232","2023","359"
"FBgn0035251","247","164","178","45"
"FBgn0035249","26","23","27","0"
"FBgn0025725","740","406","574","90"
"FBgn0035247","40","19","37","4"
"FBgn0013342","3821","1837","3545","477"
"FBgn0035245","276","107","231","21"
"FBgn0035246","1569","728","1299","202"
"FBgn0035243","4","0","0","0"
"FBgn0035241","19","12","18","2"
"FBgn0035238","56","37","35","10"
"FBgn0035235","257","139","198","42"
"FBgn0035232","618","428","443","106"
"FBgn0052313","4","3","2","0"
"FBgn0035228","815","404","609","108"
"FBgn0035283","178","108","147","21"
"FBgn0035285","592","289","541","60"
"FBgn0035286","15","15","21","4"
"FBgn0052312","0","0","0","0"
"FBgn0035294","70","29","41","8"
"FBgn0035295","3","2","4","0"
"FBgn0035298","179","124","150","20"
"FBgn0035300","0","0","2","0"
"FBgn0035299","0","0","0","0"
"FBgn0027547","312","189","286","60"
"FBgn0002872","71","43","45","8"
"FBgn0035293","0","0","0","0"
"FBgn0035290","320","461","291","71"
"FBgn0035287","280","177","236","23"
"FBgn0042712","154","102","117","23"
"FBgn0004636","316","206","266","48"
"FBgn0035282","7","18","6","9"
"FBgn0035281","12","9","8","3"
"FBgn0035313","3","1","1","0"
"FBgn0035315","0","0","0","0"
"FBgn0035317","25","15","22","5"
"FBgn0040507","63","14","47","5"
"FBgn0052301","3","0","2","0"
"FBgn0052305","4","4","4","1"
"FBgn0015359","39","18","32","4"
"FBgn0035323","10","3","5","1"
"FBgn0035325","0","0","0","0"
"FBgn0052304","0","0","0","0"
"FBgn0052302","1","0","0","0"
"FBgn0052303","0","0","0","0"
"FBgn0035328","12","1","10","0"
"FBgn0035332","0","0","0","0"
"FBgn0035334","71","44","54","17"
"FBgn0035336","34","25","25","7"
"FBgn0052298","0","0","0","0"
"FBgn0052299","0","0","0","0"
"FBgn0035337","10","10","13","3"
"FBgn0035335","31","22","28","7"
"FBgn0035333","904","473","702","120"
"FBgn0041709","8","3","8","0"
"FBgn0000543","131","58","97","24"
"FBgn0015360","210","151","168","43"
"FBgn0035321","319","177","242","47"
"FBgn0035318","66","42","37","8"
"FBgn0035316","0","3","1","2"
"FBgn0026593","122","104","90","21"
"FBgn0035312","1","0","0","0"
"FBgn0035311","0","0","0","0"
"FBgn0026570","17","18","25","12"
"FBgn0035309","16","5","9","2"
"FBgn0035308","68","63","56","13"
"FBgn0035346","193","100","159","26"
"FBgn0016794","285","146","222","36"
"FBgn0062517","3","0","4","0"
"FBgn0035355","5","8","8","4"
"FBgn0035356","20","21","19","3"
"FBgn0035357","28","8","12","1"
"FBgn0035359","76","29","73","4"
"FBgn0035360","21","7","15","5"
"FBgn0053233","125","89","98","13"
"FBgn0053234","137","70","101","20"
"FBgn0020509","4","1","0","0"
"FBgn0052296","579","371","484","101"
"FBgn0027082","36","20","37","5"
"FBgn0035358","32","17","30","0"
"FBgn0011828","726","448","568","104"
"FBgn0028504","34","19","36","4"
"FBgn0010909","1831","1086","1569","257"
"FBgn0010905","3051","1619","2579","422"
"FBgn0260480","13","15","20","2"
"FBgn0035348","1208","1376","1051","220"
"FBgn0035344","162","99","141","35"
"FBgn0035343","15","8","18","1"
"FBgn0035370","92","61","77","22"
"FBgn0044452","643","376","437","84"
"FBgn0035374","73","27","44","12"
"FBgn0035375","82","33","59","10"
"FBgn0035382","29","15","20","3"
"FBgn0035383","100","75","74","19"
"FBgn0035384","0","0","0","0"
"FBgn0035385","59","46","65","8"
"FBgn0035388","306","178","251","47"
"FBgn0040308","15","13","18","1"
"FBgn0052485","143","79","124","18"
"FBgn0035392","62","49","56","2"
"FBgn0035393","13","3","11","0"
"FBgn0035397","969","510","783","119"
"FBgn0035390","136","83","114","22"
"FBgn0004372","1","0","0","0"
"FBgn0052487","1","0","0","0"
"FBgn0052488","0","1","1","0"
"FBgn0052846","81","42","74","6"
"FBgn0035380","32","20","20","0"
"FBgn0035379","48","11","22","5"
"FBgn0035372","97","59","65","14"
"FBgn0035371","425","253","325","77"
"FBgn0003938","0","0","0","1"
"FBgn0052288","0","0","0","0"
"FBgn0052289","0","0","0","0"
"FBgn0052287","0","0","0","0"
"FBgn0052285","0","0","0","0"
"FBgn0052286","0","0","0","0"
"FBgn0035401","53","25","17","3"
"FBgn0035405","58","21","32","7"
"FBgn0024194","14","17","13","2"
"FBgn0052280","37","40","37","9"
"FBgn0052278","75","44","63","15"
"FBgn0052281","36","18","21","4"
"FBgn0052284","1","0","3","1"
"FBgn0035412","1","0","2","0"
"FBgn0035413","0","0","0","0"
"FBgn0001233","21991","4897","16484","1188"
"FBgn0035421","77","39","68","19"
"FBgn0035423","139","74","133","29"
"FBgn0035424","2127","1174","1697","227"
"FBgn0035427","2","2","1","0"
"FBgn0035428","0","0","0","0"
"FBgn0035429","0","0","2","0"
"FBgn0035430","1","1","0","0"
"FBgn0035432","320","199","256","32"
"FBgn0052279","1","0","0","0"
"FBgn0052283","0","1","0","0"
"FBgn0052282","39","41","34","6"
"FBgn0035434","106","112","84","25"
"FBgn0035436","0","0","0","0"
"FBgn0035438","363","240","260","46"
"FBgn0035439","97","28","83","5"
"FBgn0004167","3944","1833","2960","475"
"FBgn0035443","25","1","17","3"
"FBgn0035444","41","26","46","3"
"FBgn0035445","47","12","40","5"
"FBgn0027616","1149","667","893","144"
"FBgn0052268","0","1","2","0"
"FBgn0052274","0","0","0","0"
"FBgn0035440","90","29","65","14"
"FBgn0035437","445","208","337","59"
"FBgn0035435","2","7","5","0"
"FBgn0035431","2","6","10","0"
"FBgn0035425","214","87","173","24"
"FBgn0035422","1666","938","1411","189"
"FBgn0035420","367","224","262","52"
"FBgn0053160","6","8","5","0"
"FBgn0052277","10","8","8","2"
"FBgn0053159","11","3","3","0"
"FBgn0052271","46","20","25","11"
"FBgn0047135","186","93","163","26"
"FBgn0035415","15","1","6","4"
"FBgn0035414","9","6","10","5"
"FBgn0035410","61","34","68","13"
"FBgn0035409","5","3","3","0"
"FBgn0035407","26","15","25","2"
"FBgn0035402","195","113","123","19"
"FBgn0035400","1050","579","965","152"
"FBgn0026189","745","511","602","91"
"FBgn0052273","0","1","1","0"
"FBgn0035398","31","25","17","4"
"FBgn0052272","0","0","1","0"
"FBgn0005640","825","397","704","80"
"FBgn0035452","17","17","12","2"
"FBgn0035453","0","4","2","3"
"FBgn0035455","0","1","1","0"
"FBgn0040694","0","0","0","0"
"FBgn0001254","2","5","3","0"
"FBgn0052267","20","7","17","2"
"FBgn0035449","120","60","108","20"
"FBgn0026259","734","372","557","97"
"FBgn0014388","639","325","520","83"
"FBgn0052266","10","12","10","2"
"FBgn0035462","14","20","22","6"
"FBgn0035464","122","76","107","15"
"FBgn0004888","822","445","661","111"
"FBgn0004875","2299","1346","1792","318"
"FBgn0064227","70","34","63","16"
"FBgn0013751","24","22","16","6"
"FBgn0026592","369","189","335","59"
"FBgn0035469","53","22","49","5"
"FBgn0035471","113","70","137","20"
"FBgn0041147","23","22","16","3"
"FBgn0004910","204","146","211","44"
"FBgn0035473","249","122","203","29"
"FBgn0035470","64","23","53","6"
"FBgn0035468","4","2","4","0"
"FBgn0015585","3","7","3","0"
"FBgn0052263","1","2","0","0"
"FBgn0052262","37","24","29","7"
"FBgn0035461","43","25","25","1"
"FBgn0052264","2637","1807","2248","442"
"FBgn0035458","14","15","20","5"
"FBgn0035490","50","32","53","5"
"FBgn0042179","1","4","1","1"
"FBgn0000449","1","0","0","1"
"FBgn0052259","17","6","13","2"
"FBgn0035495","1532","853","1419","198"
"FBgn0035496","4","0","3","0"
"FBgn0035498","528","285","395","53"
"FBgn0028484","443","262","352","50"
"FBgn0003206","142","79","108","11"
"FBgn0004552","1","1","1","0"
"FBgn0052260","25","5","22","2"
"FBgn0035501","173","128","135","20"
"FBgn0040696","6","5","8","5"
"FBgn0003710","407","155","332","35"
"FBgn0035513","13","11","7","2"
"FBgn0035515","50","34","46","9"
"FBgn0011692","2","2","2","1"
"FBgn0035517","37","24","37","10"
"FBgn0035519","157","118","155","29"
"FBgn0035521","127","63","86","7"
"FBgn0035522","4","0","0","0"
"FBgn0035523","144","81","117","21"
"FBgn0035526","404","221","347","40"
"FBgn0015829","44","14","36","4"
"FBgn0041630","209","191","150","67"
"FBgn0035529","42","28","34","5"
"FBgn0035528","107","62","84","21"
"FBgn0035524","28","13","17","6"
"FBgn0035520","34","20","26","2"
"FBgn0035518","89","51","71","7"
"FBgn0041171","662","394","538","99"
"FBgn0001257","117","58","86","11"
"FBgn0052252","9","1","4","3"
"FBgn0035512","14","8","12","2"
"FBgn0035511","5","4","5","1"
"FBgn0035510","13","14","12","2"
"FBgn0035508","12","12","17","0"
"FBgn0028664","100","50","107","15"
"FBgn0040697","471","208","341","45"
"FBgn0035505","1122","559","967","120"
"FBgn0035504","213","110","178","25"
"FBgn0011653","0","0","1","0"
"FBgn0004574","869","553","622","156"
"FBgn0035499","522","311","451","84"
"FBgn0004516","1608","1036","1233","266"
"FBgn0016013","148","73","106","17"
"FBgn0024179","429","242","322","79"
"FBgn0035491","0","1","0","1"
"FBgn0035488","236","120","172","21"
"FBgn0052251","7","3","2","0"
"FBgn0052250","82","49","56","6"
"FBgn0035534","13","13","14","4"
"FBgn0035539","70","36","45","15"
"FBgn0035540","107","52","107","14"
"FBgn0035542","1008","590","766","154"
"FBgn0035543","3","1","5","0"
"FBgn0000038","1216","731","1028","115"
"FBgn0035544","191","89","109","22"
"FBgn0035545","0","0","0","0"
"FBgn0052249","0","0","0","0"
"FBgn0052248","0","0","0","0"
"FBgn0035550","1","0","2","0"
"FBgn0035551","0","0","0","0"
"FBgn0035552","0","0","0","0"
"FBgn0035557","43","8","27","3"
"FBgn0035558","222","121","182","24"
"FBgn0052246","30","18","20","1"
"FBgn0015805","191","75","150","22"
"FBgn0035563","0","2","1","0"
"FBgn0052243","35","20","42","4"
"FBgn0014073","306","196","203","40"
"FBgn0035555","0","0","2","0"
"FBgn0035554","0","0","0","1"
"FBgn0035553","4","18","3","2"
"FBgn0052241","0","0","0","0"
"FBgn0040699","0","0","0","0"
"FBgn0035548","0","0","0","0"
"FBgn0035547","0","0","0","0"
"FBgn0035546","0","0","0","0"
"FBgn0035541","22","16","19","5"
"FBgn0052240","0","0","1","0"
"FBgn0035538","1638","1057","1431","290"
"FBgn0035537","7","2","4","2"
"FBgn0035533","840","393","774","113"
"FBgn0035532","26","13","14","6"
"FBgn0066365","82","3","59","0"
"FBgn0052238","16","7","19","0"
"FBgn0035574","507","250","325","57"
"FBgn0042199","3","1","3","0"
"FBgn0035572","4","5","2","0"
"FBgn0027085","94","73","92","17"
"FBgn0035581","30","16","11","1"
"FBgn0035582","0","2","0","0"
"FBgn0035583","4","12","2","4"
"FBgn0028699","208","143","152","35"
"FBgn0047330","0","0","0","0"
"FBgn0052237","0","6","0","0"
"FBgn0035578","39","30","28","5"
"FBgn0035577","58","25","33","3"
"FBgn0042131","10","5","9","2"
"FBgn0035575","64","30","34","11"
"FBgn0035571","5","2","6","0"
"FBgn0035570","2","2","4","0"
"FBgn0035569","6","0","2","1"
"FBgn0035568","0","0","0","0"
"FBgn0035567","0","0","0","0"
"FBgn0046793","6","6","12","1"
"FBgn0035585","8","1","10","0"
"FBgn0052232","30","14","22","1"
"FBgn0035584","18","7","7","3"
"FBgn0005775","728","412","558","113"
"FBgn0030234","40","36","48","16"
"FBgn0040850","23","12","15","4"
"FBgn0030237","233","113","175","40"
"FBgn0030239","51","28","44","9"
"FBgn0030240","253","115","217","25"
"FBgn0030243","955","493","753","120"
"FBgn0030244","6","7","8","1"
"FBgn0030247","0","2","1","0"
"FBgn0003965","198","104","153","23"
"FBgn0030251","876","226","675","55"
"FBgn0030257","13","10","9","2"
"FBgn0030261","23","16","20","6"
"FBgn0030260","12","14","18","2"
"FBgn0030259","33","28","23","8"
"FBgn0030258","172","93","150","37"
"FBgn0021742","7","3","8","0"
"FBgn0052670","4","0","5","0"
"FBgn0052671","3","1","1","1"
"FBgn0030246","239","128","189","26"
"FBgn0017561","163","139","124","30"
"FBgn0030245","573","232","473","49"
"FBgn0030242","24","5","27","1"
"FBgn0030241","5","3","11","1"
"FBgn0003321","615","360","522","77"
"FBgn0052669","70","35","61","8"
"FBgn0003360","4381","2021","3671","630"
"FBgn0025111","22","10","14","1"
"FBgn0030263","0","0","0","0"
"FBgn0027498","0","0","0","0"
"FBgn0015245","2242","695","1814","180"
"FBgn0028686","166","87","109","22"
"FBgn0030269","80","27","48","6"
"FBgn0030271","45","28","33","8"
"FBgn0030272","244","153","226","50"
"FBgn0030274","105","57","107","11"
"FBgn0030276","609","324","489","82"
"FBgn0030278","0","0","0","0"
"FBgn0030280","0","0","1","0"
"FBgn0030283","3","0","1","0"
"FBgn0030286","1331","620","1094","175"
"FBgn0030290","2","0","1","0"
"FBgn0030291","8","2","10","0"
"FBgn0030292","94","31","92","10"
"FBgn0030293","310","172","269","32"
"FBgn0000499","240","102","188","21"
"FBgn0004864","336","198","271","42"
"FBgn0030289","247","140","186","31"
"FBgn0028421","598","389","530","88"
"FBgn0001491","12","13","13","4"
"FBgn0003411","1","0","0","0"
"FBgn0030277","1","0","1","0"
"FBgn0026268","122","74","101","18"
"FBgn0052668","48","36","43","7"
"FBgn0020255","340","146","268","42"
