"Geneid","ORE_fem_1 ","CHD_fem_1 ","ORE_fem_2 ","CHD_fem_2 "
"FBgn0004589","0","0","0","0"
"FBgn0004591","0","0","0","0"
"FBgn0004594","0","0","0","0"
"FBgn0014849","0","0","0","0"
"FBgn0014851","0","0","0","0"
"FBgn0036527","0","0","0","0"
"FBgn0036529","4","3","8","0"
"FBgn0010105","111","57","56","31"
"FBgn0041160","68","29","68","15"
"FBgn0036528","0","0","0","0"
"FBgn0014850","0","0","0","0"
"FBgn0014848","0","0","0","0"
"FBgn0004593","0","0","0","0"
"FBgn0004592","0","0","0","0"
"FBgn0004590","0","0","0","0"
"FBgn0004588","0","0","0","0"
"FBgn0036520","14","1","10","3"
"FBgn0036519","30","12","21","8"
"FBgn0036516","123","46","64","25"
"FBgn0036509","149","60","99","32"
"FBgn0036505","232","57","212","42"
"FBgn0004228","1","0","0","0"
"FBgn0036503","0","0","0","0"
"FBgn0036502","66","23","22","15"
"FBgn0026738","23","12","15","2"
"FBgn0040805","34","10","25","10"
"FBgn0029114","71","59","53","35"
"FBgn0036491","0","0","0","0"
"FBgn0036494","280","116","151","61"
"FBgn0036495","0","0","0","0"
"FBgn0036497","0","0","0","0"
"FBgn0036496","0","0","0","0"
"FBgn0036492","0","0","0","0"
"FBgn0026320","0","0","0","0"
"FBgn0000216","0","0","0","0"
"FBgn0040296","0","0","0","1"
"FBgn0036459","0","0","0","0"
"FBgn0036460","33","11","14","13"
"FBgn0002778","31","26","37","17"
"FBgn0036461","23","15","22","2"
"FBgn0023174","73","29","51","19"
"FBgn0047338","7","2","0","3"
"FBgn0036470","0","0","2","1"
"FBgn0027088","90","34","56","32"
"FBgn0036479","1","6","5","1"
"FBgn0036480","13","1","11","3"
"FBgn0052847","3","0","1","0"
"FBgn0036484","67","39","29","32"
"FBgn0036485","89","35","45","15"
"FBgn0036487","33","9","20","13"
"FBgn0036488","26","6","19","3"
"FBgn0036490","0","0","0","0"
"FBgn0036489","24","11","24","12"
"FBgn0036486","18","8","15","8"
"FBgn0047178","13","3","1","0"
"FBgn0036483","98","50","95","22"
"FBgn0036482","2","0","3","0"
"FBgn0036481","18","6","14","3"
"FBgn0036476","67","30","39","16"
"FBgn0036474","15","5","7","4"
"FBgn0036471","1","0","1","1"
"FBgn0036469","1","0","1","0"
"FBgn0036468","1","0","0","0"
"FBgn0036467","0","0","0","0"
"FBgn0036466","0","0","0","0"
"FBgn0025776","5","0","6","1"
"FBgn0036465","2","0","4","0"
"FBgn0036463","39","19","23","3"
"FBgn0036462","44","15","26","8"
"FBgn0040487","0","0","0","0"
"FBgn0040809","0","0","0","0"
"FBgn0003388","16","3","9","0"
"FBgn0036433","144","38","100","20"
"FBgn0041604","114","75","75","47"
"FBgn0011928","0","0","0","0"
"FBgn0036437","1","2","3","0"
"FBgn0036438","0","0","0","0"
"FBgn0036441","3","1","0","1"
"FBgn0036442","2","0","3","3"
"FBgn0036446","266","91","168","55"
"FBgn0036450","94","52","77","22"
"FBgn0036451","1483","676","946","353"
"FBgn0036454","1131","698","684","381"
"FBgn0001120","0","0","0","0"
"FBgn0029148","36","3","17","6"
"FBgn0036449","1016","216","709","137"
"FBgn0036448","592","287","430","197"
"FBgn0036447","16","6","3","1"
"FBgn0053260","11","5","11","1"
"FBgn0036443","1","1","3","0"
"FBgn0036440","2","0","1","0"
"FBgn0036439","0","0","0","0"
"FBgn0036436","2","1","2","0"
"FBgn0011927","0","0","0","0"
"FBgn0036423","1","0","0","0"
"FBgn0036426","1","0","0","1"
"FBgn0026409","1908","685","1171","433"
"FBgn0040318","8","1","4","5"
"FBgn0028418","0","0","0","0"
"FBgn0036428","692","163","142","129"
"FBgn0036427","4","1","4","0"
"FBgn0003459","47","28","46","12"
"FBgn0036422","0","2","0","0"
"FBgn0036421","0","0","0","0"
"FBgn0052141","7","2","5","3"
"FBgn0036415","14","5","3","3"
"FBgn0036416","7","0","3","4"
"FBgn0036417","13","2","9","0"
"FBgn0001085","123","45","72","22"
"FBgn0036419","2","2","2","0"
"FBgn0000411","60","27","38","13"
"FBgn0042630","76","46","47","21"
"FBgn0036411","9","3","3","2"
"FBgn0000639","1","4","1","0"
"FBgn0043550","0","0","0","1"
"FBgn0029167","440","152","255","74"
"FBgn0036382","81","25","49","15"
"FBgn0001108","251","125","157","74"
"FBgn0052137","127","43","85","33"
"FBgn0036389","0","0","0","0"
"FBgn0001216","53","23","29","9"
"FBgn0036393","6","0","2","1"
"FBgn0036394","8","2","2","1"
"FBgn0036395","6","7","2","3"
"FBgn0036398","1641","932","957","498"
"FBgn0036402","62","34","41","17"
"FBgn0036403","0","0","0","0"
"FBgn0026418","961","281","1015","154"
"FBgn0036405","23","4","11","8"
"FBgn0013563","36","26","27","5"
"FBgn0036410","0","2","0","1"
"FBgn0036406","11","2","8","4"
"FBgn0036397","42","25","32","16"
"FBgn0036396","12","3","8","2"
"FBgn0036391","281","130","149","66"
"FBgn0036390","5","2","1","0"
"FBgn0025874","43","13","38","11"
"FBgn0036386","77","24","54","13"
"FBgn0026376","388","139","221","96"
"FBgn0036381","116","76","65","44"
"FBgn0040812","0","0","0","0"
"FBgn0036380","2","0","0","0"
"FBgn0036368","34","23","23","14"
"FBgn0036373","121","60","71","30"
"FBgn0036376","122","59","83","27"
"FBgn0036377","34","10","32","5"
"FBgn0036372","145","64","115","32"
"FBgn0036369","213","102","180","54"
"FBgn0036367","2","1","0","0"
"FBgn0036366","10","7","5","6"
"FBgn0053262","0","0","0","0"
"FBgn0052129","0","0","0","0"
"FBgn0052128","0","0","0","0"
"FBgn0052126","0","0","0","0"
"FBgn0052127","0","0","0","0"
"FBgn0023095","357","158","213","91"
"FBgn0011844","0","0","0","0"
"FBgn0003034","0","0","0","0"
"FBgn0040814","0","0","0","0"
"FBgn0036348","3","1","2","0"
"FBgn0036349","0","0","0","0"
"FBgn0036350","0","0","0","0"
"FBgn0001256","25","2","18","0"
"FBgn0036352","1","0","1","0"
"FBgn0012010","0","0","1","0"
"FBgn0036364","32","13","19","6"
"FBgn0036365","207","117","123","41"
"FBgn0036363","0","0","1","0"
"FBgn0036361","0","0","0","0"
"FBgn0036360","61","38","39","15"
"FBgn0012009","0","0","0","0"
"FBgn0036359","13","4","4","1"
"FBgn0260459","0","0","0","0"
"FBgn0053263","0","0","0","0"
"FBgn0052121","25","16","2","5"
"FBgn0036356","17","4","7","3"
"FBgn0002573","2","1","1","0"
"FBgn0036354","4","3","2","1"
"FBgn0036353","25","18","19","4"
"FBgn0036351","4","0","2","0"
"FBgn0052119","22","6","12","5"
"FBgn0036321","0","0","0","0"
"FBgn0036323","1","0","0","0"
"FBgn0036328","0","0","0","0"
"FBgn0036329","0","0","0","0"
"FBgn0036330","0","3","0","0"
"FBgn0036331","3","3","1","3"
"FBgn0036334","199","33","132","11"
"FBgn0036336","6","2","0","2"
"FBgn0036340","173","92","109","63"
"FBgn0011284","2508","838","1590","526"
"FBgn0036341","61","12","32","14"
"FBgn0036342","19","6","7","3"
"FBgn0010452","126","60","59","21"
"FBgn0036346","0","0","0","0"
"FBgn0036345","0","0","0","0"
"FBgn0036343","0","0","0","0"
"FBgn0036337","282","111","160","63"
"FBgn0036335","15","1","13","4"
"FBgn0036333","194","87","124","58"
"FBgn0036332","10","0","4","2"
"FBgn0036327","0","0","0","0"
"FBgn0041622","0","0","0","0"
"FBgn0036325","1","0","0","0"
"FBgn0052115","4","4","10","3"
"FBgn0052117","0","0","1","1"
"FBgn0036324","3","2","0","0"
"FBgn0015904","40","5","6","7"
"FBgn0015919","45","13","29","10"
"FBgn0052111","67","10","35","4"
"FBgn0014343","64","18","34","7"
"FBgn0014007","192","65","130","34"
"FBgn0052112","81","33","46","25"
"FBgn0052109","16","6","9","5"
"FBgn0036305","150","60","97","42"
"FBgn0052113","293","121","203","66"
"FBgn0036311","5","1","3","1"
"FBgn0052110","10","5","6","1"
"FBgn0036318","361","147","280","99"
"FBgn0036319","156","77","89","29"
"FBgn0036320","0","0","0","0"
"FBgn0052107","2","0","0","1"
"FBgn0036317","248","109","172","66"
"FBgn0036316","1037","220","714","160"
"FBgn0036314","35","4","28","9"
"FBgn0036310","0","0","1","0"
"FBgn0052106","0","0","0","0"
"FBgn0036309","73","20","44","22"
"FBgn0010235","278","127","198","78"
"FBgn0052105","26","7","15","3"
"FBgn0036277","8","1","1","2"
"FBgn0011279","6","3","6","4"
"FBgn0036286","71","32","35","18"
"FBgn0036291","7","5","2","2"
"FBgn0036300","13","14","8","9"
"FBgn0036301","28","8","24","12"
"FBgn0036299","162","52","105","43"
"FBgn0036298","76","28","44","22"
"FBgn0004926","123","51","92","44"
"FBgn0020388","194","79","151","52"
"FBgn0002466","4","2","7","0"
"FBgn0036294","34","26","30","15"
"FBgn0036292","15","11","18","4"
"FBgn0036289","6","1","3","1"
"FBgn0036288","43","21","32","13"
"FBgn0036287","15","4","8","2"
"FBgn0052102","0","0","0","0"
"FBgn0036285","57","19","41","12"
"FBgn0020655","214","50","147","52"
"FBgn0052103","1599","302","813","170"
"FBgn0036282","6","1","4","0"
"FBgn0052104","39","10","35","9"
"FBgn0036279","494","204","310","110"
"FBgn0036278","140","47","69","20"
"FBgn0036246","1","0","0","0"
"FBgn0011335","32","11","17","7"
"FBgn0036248","28","11","28","4"
"FBgn0036249","29","11","8","3"
"FBgn0046296","4","4","2","2"
"FBgn0036257","180","90","94","35"
"FBgn0013997","286","126","163","83"
"FBgn0052099","29","11","28","8"
"FBgn0027843","104","75","68","45"
"FBgn0036262","682","299","402","241"
"FBgn0000592","299","181","141","107"
"FBgn0000594","0","0","0","0"
"FBgn0036264","9","6","4","5"
"FBgn0052100","20","10","19","1"
"FBgn0036273","94","35","49","25"
"FBgn0036274","35","9","17","2"
"FBgn0036272","151","53","95","31"
"FBgn0036271","20","10","23","4"
"FBgn0036266","10","9","6","3"
"FBgn0022709","123","48","105","23"
"FBgn0036263","21","7","10","4"
"FBgn0036260","222","66","119","47"
"FBgn0036259","21","12","20","8"
"FBgn0036258","726","271","455","176"
"FBgn0011455","334","77","188","49"
"FBgn0036254","26","11","10","3"
"FBgn0036250","0","0","0","0"
"FBgn0022959","1434","448","867","264"
"FBgn0036205","23","13","7","8"
"FBgn0036207","16","5","16","5"
"FBgn0004381","147","53","76","22"
"FBgn0036213","1187","401","977","288"
"FBgn0036214","2","0","0","0"
"FBgn0036218","18","5","9","9"
"FBgn0036219","21","17","16","3"
"FBgn0036221","7","2","2","1"
"FBgn0011723","36","8","19","13"
"FBgn0036224","25","6","18","3"
"FBgn0036226","0","0","0","1"
"FBgn0036227","0","0","0","0"
"FBgn0036229","0","0","0","0"
"FBgn0036232","0","0","0","0"
"FBgn0036235","13","6","8","4"
"FBgn0036236","0","0","0","0"
"FBgn0036240","42","18","45","8"
"FBgn0036242","7","5","4","1"
"FBgn0041096","84","101","64","36"
"FBgn0036239","212","87","152","59"
"FBgn0026432","78","41","62","28"
"FBgn0036237","70","35","32","20"
"FBgn0053265","1","0","0","0"
"FBgn0028573","6","2","3","2"
"FBgn0036230","0","0","1","0"
"FBgn0036228","0","0","0","0"
"FBgn0036225","24","6","17","3"
"FBgn0036222","28","7","16","2"
"FBgn0036220","16","9","10","5"
"FBgn0036217","7","1","4","1"
"FBgn0040816","1","0","1","0"
"FBgn0000404","4","2","3","3"
"FBgn0052095","12","15","18","6"
"FBgn0036211","500","169","335","116"
"FBgn0036212","19","10","14","7"
"FBgn0052093","0","0","0","0"
"FBgn0036208","47","23","45","33"
"FBgn0036206","4","1","5","1"
"FBgn0015278","445","221","300","114"
"FBgn0036204","0","0","0","0"
"FBgn0028667","0","0","0","0"
"FBgn0028668","0","0","0","0"
"FBgn0053500","1","0","0","0"
"FBgn0003377","1","0","0","0"
"FBgn0003373","0","0","1","0"
"FBgn0036168","12","3","4","2"
"FBgn0036173","33","9","21","9"
"FBgn0036176","0","0","0","0"
"FBgn0036179","72","28","41","14"
"FBgn0036184","15","5","6","1"
"FBgn0042138","264","92","149","63"
"FBgn0052091","41","21","16","25"
"FBgn0036188","80","20","39","5"
"FBgn0015828","65","22","50","9"
"FBgn0036191","55","25","31","16"
"FBgn0036193","14","3","14","3"
"FBgn0036199","71","23","45","28"
"FBgn0052087","6","1","1","0"
"FBgn0041231","18","7","14","5"
"FBgn0036202","379","156","276","81"
"FBgn0040817","57","11","24","6"
"FBgn0036198","32","12","41","4"
"FBgn0036196","180","79","131","53"
"FBgn0036195","4","0","7","1"
"FBgn0036194","65","19","52","30"
"FBgn0036192","10","3","8","2"
"FBgn0052085","334","158","239","89"
"FBgn0036187","20","10","25","6"
"FBgn0036186","19","9","25","4"
"FBgn0036183","13","10","13","2"
"FBgn0036181","1","1","2","1"
"FBgn0036178","4","1","0","1"
"FBgn0036177","1","0","0","0"
"FBgn0003292","34","17","30","6"
"FBgn0052086","0","0","1","0"
"FBgn0053269","0","0","0","0"
"FBgn0053270","0","0","0","0"
"FBgn0053271","0","0","0","0"
"FBgn0053272","0","0","0","0"
"FBgn0003378","2","0","0","0"
"FBgn0036142","17","8","6","0"
"FBgn0036143","69","21","74","11"
"FBgn0036145","80","25","48","9"
"FBgn0036146","35","6","24","11"
"FBgn0064766","167","55","89","32"
"FBgn0041094","841","334","480","135"
"FBgn0036153","0","0","1","0"
"FBgn0036156","0","0","0","0"
"FBgn0036157","60","14","28","16"
"FBgn0036159","0","0","0","0"
"FBgn0036161","0","0","0","0"
"FBgn0036162","0","1","0","1"
"FBgn0036160","0","0","0","0"
"FBgn0036158","0","0","0","0"
"FBgn0036155","25","20","13","12"
"FBgn0036154","0","0","0","0"
"FBgn0036152","164","56","93","36"
"FBgn0036150","33","7","41","10"
"FBgn0061469","166","61","103","39"
"FBgn0036147","147","51","107","44"
"FBgn0036108","0","0","0","0"
"FBgn0036109","0","0","0","1"
"FBgn0036110","0","0","0","0"
"FBgn0036112","0","1","1","0"
"FBgn0029172","0","16","0","33"
"FBgn0052079","0","0","0","1"
"FBgn0052081","0","0","0","0"
"FBgn0036116","166","72","78","29"
"FBgn0036118","11","5","4","0"
"FBgn0025355","0","0","0","0"
"FBgn0036124","54","12","31","13"
"FBgn0036131","0","0","0","0"
"FBgn0036133","88","33","51","12"
"FBgn0036135","18","15","8","17"
"FBgn0014368","4","1","5","1"
"FBgn0036138","0","1","1","0"
"FBgn0052082","564","246","379","125"
"FBgn0052076","14","6","11","10"
"FBgn0036141","74","25","52","18"
"FBgn0036139","6","4","7","3"
"FBgn0052074","0","3","1","0"
"FBgn0036136","43","23","33","6"
"FBgn0036134","526","178","295","97"
"FBgn0003462","507","146","393","124"
"FBgn0052073","0","0","2","0"
"FBgn0052071","1","0","2","0"
"FBgn0036128","8","1","2","1"
"FBgn0036126","12","6","14","5"
"FBgn0020412","308","162","186","103"
"FBgn0010741","50","13","20","15"
"FBgn0036121","12","1","3","3"
"FBgn0052075","26","15","13","4"
"FBgn0052069","11","1","7","0"
"FBgn0036117","13","8","13","6"
"FBgn0013469","261","45","106","19"
"FBgn0036111","476","145","265","96"
"FBgn0001179","43","15","23","7"
"FBgn0036090","28","8","12","3"
"FBgn0036091","3","1","2","1"
"FBgn0036093","3","0","4","0"
"FBgn0036094","23","4","14","3"
"FBgn0036096","42","11","10","7"
"FBgn0052068","95","24","50","20"
"FBgn0010762","361","184","172","102"
"FBgn0036099","41","9","24","7"
"FBgn0036102","1","0","0","1"
"FBgn0026160","871","428","538","215"
"FBgn0036105","7","2","5","0"
"FBgn0036107","20","6","13","4"
"FBgn0027615","57","20","28","9"
"FBgn0036106","723","552","705","414"
"FBgn0036104","109","44","90","35"
"FBgn0047038","86","30","79","32"
"FBgn0052066","126","28","85","21"
"FBgn0000629","105","38","76","25"
"FBgn0036089","0","0","0","0"
"FBgn0036082","0","2","0","0"
"FBgn0052061","1","0","0","0"
"FBgn0045770","0","0","0","0"
"FBgn0052064","19","4","10","5"
"FBgn0052062","1019","467","680","220"
"FBgn0036085","51","18","22","16"
"FBgn0011802","38","16","26","12"
"FBgn0052058","0","0","0","0"
"FBgn0036083","0","0","0","0"
"FBgn0036070","9","1","6","2"
"FBgn0036075","0","1","0","1"
"FBgn0036080","0","0","0","0"
"FBgn0011569","3","1","1","2"
"FBgn0036078","0","0","1","0"
"FBgn0052055","13","10","7","4"
"FBgn0000451","13","4","9","4"
"FBgn0052057","123","45","56","27"
"FBgn0036072","23","2","10","3"
"FBgn0052054","0","0","0","0"
"FBgn0052053","0","0","0","0"
"FBgn0036066","0","0","0","0"
"FBgn0036043","854","334","483","198"
"FBgn0044051","4","3","0","1"
"FBgn0036046","34","39","29","24"
"FBgn0044328","97","45","53","29"
"FBgn0027567","579","321","377","154"
"FBgn0025866","121","74","66","30"
"FBgn0036059","202","62","104","30"
"FBgn0026404","37","15","22","4"
"FBgn0040823","208","76","116","41"
"FBgn0036063","18","10","14","3"
"FBgn0036062","22","6","21","6"
"FBgn0036058","262","93","211","74"
"FBgn0036057","0","0","0","0"
"FBgn0036056","0","0","0","0"
"FBgn0011836","64","25","65","17"
"FBgn0036053","286","148","195","76"
"FBgn0036052","56","25","40","7"
"FBgn0004390","588","171","387","104"
"FBgn0015618","5","7","8","6"
"FBgn0028429","139","45","76","25"
"FBgn0044048","7","10","0","9"
"FBgn0044049","1","0","0","0"
"FBgn0044050","15","7","9","2"
"FBgn0036044","87","23","52","15"
"FBgn0036009","0","0","0","0"
"FBgn0036014","5","3","8","0"
"FBgn0036016","5","4","6","3"
"FBgn0036018","35","7","21","7"
"FBgn0036020","37","11","26","9"
"FBgn0036022","719","667","369","349"
"FBgn0036023","7","2","5","1"
"FBgn0036024","16","2","9","5"
"FBgn0036028","29","15","15","8"
"FBgn0036029","29","2","19","7"
"FBgn0015321","78","27","54","8"
"FBgn0036032","480","240","335","115"
"FBgn0045823","826","280","484","193"
"FBgn0036036","8","4","2","2"
"FBgn0036038","41","18","37","13"
"FBgn0019644","482","195","282","109"
"FBgn0036040","31","9","44","15"
"FBgn0036035","42","4","14","6"
"FBgn0040475","112","49","61","41"
"FBgn0036031","12","5","12","6"
"FBgn0036030","889","264","1096","176"
"FBgn0016081","1970","898","1304","577"
"FBgn0036019","0","0","0","0"
"FBgn0036015","1686","994","1020","460"
"FBgn0036010","0","0","0","0"
"FBgn0010408","412","220","400","145"
"FBgn0036008","8","10","10","2"
"FBgn0036007","1533","283","1044","174"
"FBgn0035969","2","0","0","0"
"FBgn0035971","0","0","0","0"
"FBgn0035975","152","30","72","15"
"FBgn0035977","12","6","9","8"
"FBgn0052040","12","4","5","6"
"FBgn0052039","24","9","12","3"
"FBgn0035980","11","1","11","4"
"FBgn0035982","68","20","31","23"
"FBgn0001224","433","24","523","9"
"FBgn0001226","480","19","433","13"
"FBgn0035985","369","66","239","35"
"FBgn0023129","373","147","344","97"
"FBgn0015296","42","31","23","14"
"FBgn0040305","120","54","92","38"
"FBgn0035995","176","71","90","50"
"FBgn0035999","24","1","13","5"
"FBgn0036004","643","299","385","171"
"FBgn0052037","8","0","3","0"
"FBgn0052036","0","0","2","0"
"FBgn0036005","51","13","65","11"
"FBgn0011327","33","17","13","9"
"FBgn0036000","16","6","11","3"
"FBgn0035998","6","3","8","0"
"FBgn0035997","114","75","75","31"
"FBgn0035996","3","1","8","0"
"FBgn0005533","2273","443","1585","350"
"FBgn0035989","234","84","155","50"
"FBgn0035988","23","12","9","3"
"FBgn0035986","102","40","96","19"
"FBgn0015218","477","190","314","82"
"FBgn0035983","143","57","137","43"
"FBgn0001227","7","0","4","0"
"FBgn0001225","1855","78","2140","31"
"FBgn0001229","41","5","24","2"
"FBgn0011769","6","1","9","6"
"FBgn0004379","6","1","3","0"
"FBgn0035970","0","0","0","0"
"FBgn0035968","29","13","35","8"
"FBgn0035993","52","21","42","9"
"FBgn0052034","0","0","0","0"
"FBgn0035936","92","53","80","22"
"FBgn0040321","103","36","42","44"
"FBgn0011787","47","16","27","7"
"FBgn0035941","15","0","11","0"
"FBgn0035944","66","21","42","20"
"FBgn0035947","127","38","77","26"
"FBgn0035949","4","1","2","0"
"FBgn0035951","83","32","45","29"
"FBgn0035953","129","52","88","29"
"FBgn0035954","2","0","2","0"
"FBgn0028789","1","0","0","0"
"FBgn0035957","1","2","2","0"
"FBgn0035960","9","3","8","0"
"FBgn0023479","1467","520","956","347"
"FBgn0043806","87","32","50","14"
"FBgn0040827","443","339","193","161"
"FBgn0004244","1911","639","1272","341"
"FBgn0035965","15","15","13","9"
"FBgn0011206","1091","346","624","178"
"FBgn0035959","381","135","250","72"
"FBgn0000116","2741","1514","1677","795"
"FBgn0035955","0","0","0","0"
"FBgn0016070","442","174","284","96"
"FBgn0035952","1","5","4","0"
"FBgn0035948","32","17","19","7"
"FBgn0035943","18","14","21","6"
"FBgn0035942","74","10","42","9"
"FBgn0052029","56","21","29","25"
"FBgn0035922","25","11","19","5"
"FBgn0035923","158","41","225","27"
"FBgn0000357","26","2","31","1"
"FBgn0000358","1","0","0","0"
"FBgn0000356","0","0","0","0"
"FBgn0035924","1","0","0","0"
"FBgn0052024","0","0","0","0"
"FBgn0035932","1","0","0","0"
"FBgn0035933","0","0","0","0"
"FBgn0052026","56","29","27","10"
"FBgn0020633","0","0","0","0"
"FBgn0035934","26","7","17","3"
"FBgn0035931","0","0","0","0"
"FBgn0035929","0","0","0","0"
"FBgn0035928","0","0","0","0"
"FBgn0035926","2","1","0","0"
"FBgn0040828","1","0","1","0"
"FBgn0003149","480","342","281","171"
"FBgn0052022","22","5","24","4"
"FBgn0011509","51","18","21","11"
"FBgn0000121","22745","8146","14048","5085"
"FBgn0035921","119","138","74","48"
"FBgn0035875","5","0","5","0"
"FBgn0035876","16","5","17","5"
"FBgn0011762","7","2","5","2"
"FBgn0035877","91","51","86","23"
"FBgn0001253","13","11","14","7"
"FBgn0035886","0","0","0","0"
"FBgn0035888","100","72","65","24"
"FBgn0035890","20","13","21","2"
"FBgn0010431","1","0","1","3"
"FBgn0020224","254","105","154","64"
"FBgn0010825","1131","622","654","314"
"FBgn0035901","26","7","23","7"
"FBgn0035903","237","79","136","39"
"FBgn0035904","82","33","48","15"
"FBgn0024236","346","130","208","73"
"FBgn0035909","137","59","86","46"
"FBgn0260442","2006","723","1279","476"
"FBgn0060292","2","0","0","0"
"FBgn0060291","0","0","0","0"
"FBgn0035914","336","92","180","65"
"FBgn0035915","16","7","12","14"
"FBgn0052351","1","1","2","14"
"FBgn0035918","30","35","20","48"
"FBgn0035916","35","18","16","22"
"FBgn0017429","75","35","46","27"
"FBgn0017430","35","8","40","12"
"FBgn0035911","69","19","71","14"
"FBgn0035907","9","1","8","1"
"FBgn0035906","129","55","74","32"
"FBgn0035902","23","5","7","1"
"FBgn0035900","80","51","61","22"
"FBgn0035896","216","65","136","52"
"FBgn0052354","26","11","26","4"
"FBgn0035889","0","0","0","0"
"FBgn0035887","1","0","0","0"
"FBgn0001248","1082","314","734","236"
"FBgn0035878","62","19","37","15"
"FBgn0053057","0","0","0","0"
"FBgn0028379","2","0","1","0"
"FBgn0027549","99","31","55","30"
"FBgn0026252","402","136","209","112"
"FBgn0035838","6","3","5","3"
"FBgn0010350","647","259","356","150"
"FBgn0002899","6","4","2","5"
"FBgn0035848","48","13","41","16"
"FBgn0035850","181","70","120","49"
"FBgn0035851","90","19","60","15"
"FBgn0035854","19","6","12","5"
"FBgn0035856","1","0","1","0"
"FBgn0035857","0","0","0","0"
"FBgn0040832","5","6","6","4"
"FBgn0035859","1","1","2","0"
"FBgn0015793","28","13","13","7"
"FBgn0035867","33","14","19","6"
"FBgn0035873","6","1","4","0"
"FBgn0035872","292","152","254","89"
"FBgn0035871","238","72","171","43"
"FBgn0035870","5","2","6","2"
"FBgn0035868","2","1","5","2"
"FBgn0035866","32","10","30","10"
"FBgn0035865","1","0","1","0"
"FBgn0027569","106","38","77","41"
"FBgn0035861","8","4","11","1"
"FBgn0035858","1","1","0","0"
"FBgn0052364","3","1","4","0"
"FBgn0035855","4","1","9","2"
"FBgn0035853","39","22","61","10"
"FBgn0035852","5","5","2","2"
"FBgn0035849","39","7","25","4"
"FBgn0035847","0","0","0","0"
"FBgn0020392","53","16","47","16"
"FBgn0040290","1","2","1","0"
"FBgn0035845","0","0","0","1"
"FBgn0035844","16","10","12","2"
"FBgn0035842","65","15","42","11"
"FBgn0029113","87","37","101","21"
"FBgn0042112","14","7","7","2"
"FBgn0035839","14","6","7","4"
"FBgn0035833","128","71","71","40"
"FBgn0052363","0","0","0","0"
"FBgn0052362","1","0","0","0"
"FBgn0052361","0","0","0","0"
"FBgn0052360","0","0","0","0"
"FBgn0052359","0","0","0","0"
"FBgn0052358","0","0","0","0"
"FBgn0026263","28","6","20","10"
"FBgn0052365","40","19","31","9"
"FBgn0035823","1","0","0","0"
"FBgn0035824","32","12","25","4"
"FBgn0052368","26","4","27","2"
"FBgn0035827","42","6","13","5"
"FBgn0041156","9","3","1","1"
"FBgn0035830","49","15","34","8"
"FBgn0011817","462","176","237","98"
"FBgn0052370","0","0","0","0"
"FBgn0035831","3","4","1","8"
"FBgn0035829","26","3","16","5"
"FBgn0027554","165","57","120","37"
"FBgn0024187","672","297","503","169"
"FBgn0035825","63","23","39","10"
"FBgn0003041","61","42","23","13"
"FBgn0016694","3341","1507","1584","716"
"FBgn0052369","439","172","223","113"
"FBgn0052371","4","2","2","1"
"FBgn0035789","0","17","1","4"
"FBgn0035790","3","0","2","3"
"FBgn0035793","250","167","152","94"
"FBgn0028582","1241","417","770","285"
"FBgn0035798","1","0","1","0"
"FBgn0035799","2","3","2","0"
"FBgn0052373","6","3","6","7"
"FBgn0035806","45","18","22","43"
"FBgn0035811","60","29","82","7"
"FBgn0035816","94","47","52","12"
"FBgn0035817","33","9","44","6"
"FBgn0035815","59","28","24","11"
"FBgn0035813","7","3","1","5"
"FBgn0035812","65","21","31","12"
"FBgn0035807","178","93","122","49"
"FBgn0035805","41","6","21","5"
"FBgn0053276","12","3","9","1"
"FBgn0035800","1","3","0","1"
"FBgn0035797","10","2","4","2"
"FBgn0052376","3","0","1","0"
"FBgn0052374","6","0","4","2"
"FBgn0035795","0","0","0","0"
"FBgn0035792","0","2","0","1"
"FBgn0035791","47","81","30","70"
"FBgn0015033","19","10","18","10"
"FBgn0035750","0","0","0","0"
"FBgn0024542","19","6","10","3"
"FBgn0016036","4","0","1","0"
"FBgn0035760","1","2","2","0"
"FBgn0035762","58","21","25","10"
"FBgn0002909","0","0","0","0"
"FBgn0019662","165","75","97","46"
"FBgn0035771","74","30","49","25"
"FBgn0082598","176","73","101","34"
"FBgn0016983","190","70","96","37"
"FBgn0035777","1","1","2","0"
"FBgn0052379","1","0","0","0"
"FBgn0035779","0","1","0","0"
"FBgn0035780","0","0","0","0"
"FBgn0053278","3","4","3","0"
"FBgn0035785","8","3","7","0"
"FBgn0035786","0","0","0","0"
"FBgn0035788","0","0","0","0"
"FBgn0035787","0","1","0","0"
"FBgn0052382","1","2","3","1"
"FBgn0052383","6","6","2","1"
"FBgn0035782","9","0","2","0"
"FBgn0014011","152","36","67","24"
"FBgn0035781","1","1","3","0"
"FBgn0035776","8","2","1","0"
"FBgn0052380","83","35","55","16"
"FBgn0035772","203","49","145","30"
"FBgn0035770","1520","531","1481","379"
"FBgn0035769","66","31","36","26"
"FBgn0015298","29","10","23","5"
"FBgn0035768","0","0","1","0"
"FBgn0035767","61","35","44","34"
"FBgn0035763","247","88","158","66"
"FBgn0035761","1","2","2","1"
"FBgn0035756","507","186","336","84"
"FBgn0035755","29","7","17","1"
"FBgn0035754","14","6","7","6"
"FBgn0012058","177","86","109","39"
"FBgn0028648","49","14","13","5"
"FBgn0035753","2358","674","1770","498"
"FBgn0035751","0","0","1","0"
"FBgn0035718","0","1","0","0"
