Geneid,ORE_male_1,CHD_male_1,ORE_male_2,CHD_male_2 ,ORE_fem_1 ,CHD_fem_1 ,ORE_fem_2 ,CHD_fem_2 
FBgn0266143,0,0,0,0,0,0,0,0
FBgn0266144,0,0,0,0,0,0,0,0
FBgn0266145,5,5,2,1,13,5,6,3
FBgn0266146,4,0,0,0,1,1,0,0
FBgn0266147,0,0,0,0,0,0,0,0
FBgn0266148,0,0,2,0,0,1,0,0
FBgn0266149,0,0,1,0,0,0,0,0
FBgn0266150,0,0,0,0,0,0,0,0
FBgn0266151,0,0,0,0,0,0,0,0
FBgn0266152,0,0,0,0,0,0,0,0
FBgn0266153,0,0,1,1,0,0,0,0
FBgn0266154,0,0,0,0,0,0,0,0
FBgn0266155,1,0,0,0,0,0,0,0
FBgn0266156,0,1,0,0,0,0,1,0
FBgn0266157,0,0,0,0,0,0,0,0
FBgn0266158,0,0,0,0,0,0,0,0
FBgn0266159,0,0,0,0,0,0,0,0
FBgn0266160,1,0,0,0,0,0,0,1
FBgn0266161,10,3,6,2,3,7,1,1
FBgn0266162,9,5,5,0,5,0,2,1
FBgn0266163,0,1,1,0,0,0,0,0
FBgn0266164,3,0,1,0,1,1,0,1
FBgn0266165,0,0,0,0,0,0,0,0
FBgn0266166,0,0,0,0,0,0,0,0
FBgn0266167,11,7,8,3,8,1,6,1
FBgn0266168,0,0,0,0,2,0,0,0
FBgn0266169,0,0,0,0,0,0,0,0
FBgn0266170,0,0,0,0,0,0,0,0
FBgn0266171,0,0,0,0,0,0,0,0
FBgn0266172,0,0,0,0,0,0,0,0
FBgn0266173,0,0,0,0,0,0,0,0
FBgn0266174,0,0,0,0,0,0,0,0
FBgn0266175,0,0,0,0,0,0,0,0
FBgn0266176,0,0,0,0,0,0,0,0
FBgn0266177,0,0,0,0,0,0,0,0
FBgn0266178,0,0,0,0,0,0,0,0
FBgn0266179,0,0,0,0,0,0,0,0
FBgn0266180,4,5,3,0,6,1,1,0
FBgn0266181,0,0,0,0,0,0,0,0
FBgn0266182,0,3,2,0,0,0,0,0
FBgn0266183,0,0,0,0,1,0,0,0
FBgn0266186,97,81,107,17,63,28,49,12
FBgn0266195,0,0,0,0,0,0,0,0
FBgn0266196,0,0,0,0,0,0,0,0
FBgn0266197,7,5,11,0,9,1,9,0
FBgn0266198,0,0,0,0,0,0,0,0
FBgn0266199,10,7,10,2,5,3,4,1
FBgn0266200,1,0,0,0,0,0,0,0
FBgn0266201,0,0,0,0,0,0,0,0
FBgn0266202,0,1,0,0,0,0,0,0
FBgn0266203,0,0,0,0,0,0,0,0
FBgn0266204,68,2,71,4,106,2,85,1
FBgn0266205,21,15,17,4,18,6,7,2
FBgn0266206,36,22,37,5,24,10,8,1
FBgn0266207,0,0,0,0,0,0,0,0
FBgn0266208,2,0,0,0,4,0,0,0
FBgn0266209,2,1,0,0,0,0,1,0
FBgn0266210,0,0,4,0,1,0,0,1
FBgn0266211,1,1,1,0,1,0,0,0
FBgn0266212,0,0,0,0,0,0,0,0
FBgn0266213,0,1,0,0,0,0,0,0
FBgn0266214,30,19,25,2,17,6,8,4
FBgn0266215,0,0,0,0,0,0,0,0
FBgn0266216,9,10,7,1,3,3,2,0
FBgn0266217,2,0,1,0,0,1,0,0
FBgn0266218,0,1,0,0,0,1,0,0
FBgn0266219,3,2,0,0,0,0,2,0
FBgn0266220,4,5,5,0,1,0,0,0
FBgn0266221,0,0,0,0,0,0,0,0
FBgn0266222,0,0,0,0,0,0,0,0
FBgn0266223,0,0,0,0,0,0,1,0
FBgn0266224,0,2,1,8,2,3,0,1
FBgn0266225,1,0,0,0,0,0,0,0
FBgn0266226,0,0,0,0,0,0,1,0
FBgn0266227,319,138,356,45,247,48,103,14
FBgn0266228,1,0,0,0,1,0,1,0
FBgn0266229,0,1,0,0,0,0,0,0
FBgn0266230,0,0,1,0,0,0,0,0
FBgn0266231,0,0,0,0,0,0,0,1
FBgn0266232,2,0,0,0,0,0,0,0
FBgn0266233,0,0,1,0,0,0,0,0
FBgn0266234,3,0,0,0,0,0,0,0
FBgn0266235,0,0,0,0,0,0,0,0
FBgn0266236,0,0,0,0,0,0,0,0
FBgn0266237,0,1,0,0,0,0,0,0
FBgn0266238,0,0,0,0,0,0,0,0
FBgn0266239,0,0,0,0,0,0,0,0
FBgn0266240,0,0,0,0,0,0,0,0
FBgn0266241,0,1,0,0,0,0,0,0
FBgn0266242,0,0,0,0,0,0,0,0
FBgn0266243,5,11,5,2,9,5,9,0
FBgn0266244,0,0,0,0,0,0,0,0
FBgn0266245,0,0,0,0,0,1,0,0
FBgn0266246,0,0,0,0,0,0,0,0
FBgn0266247,0,0,0,0,0,0,0,0
FBgn0266248,2,0,2,0,0,0,0,0
FBgn0266249,0,1,0,0,0,0,0,0
FBgn0266250,0,0,0,0,0,0,0,0
FBgn0266251,2,1,0,0,1,0,0,1
FBgn0266252,4,1,2,1,2,0,2,0
FBgn0266253,0,0,0,0,0,0,0,0
FBgn0266254,1,0,0,0,0,0,1,0
FBgn0266255,0,0,0,2,0,0,0,0
FBgn0266256,2,3,1,0,0,0,1,0
FBgn0266257,0,0,1,0,1,1,0,0
FBgn0266258,6,2,4,0,0,1,1,1
FBgn0266259,0,0,0,0,0,1,0,0
FBgn0266260,2,2,2,1,0,1,0,0
FBgn0266261,0,0,0,0,0,0,0,0
FBgn0266262,1,2,5,2,4,1,1,0
FBgn0266263,0,0,0,0,0,0,0,0
FBgn0266264,0,0,0,0,0,0,0,0
FBgn0266268,124,53,93,22,61,32,62,17
FBgn0266275,2,2,2,0,2,2,4,0
FBgn0266276,1,1,0,0,1,0,0,0
FBgn0266277,0,0,0,0,0,0,0,0
FBgn0266278,1,1,0,0,0,0,1,0
FBgn0266279,3,2,1,0,1,0,1,1
FBgn0266280,1,1,0,0,4,0,2,0
FBgn0266281,0,0,0,0,0,0,0,0
FBgn0266282,95,48,77,20,59,11,41,13
FBgn0266284,94,57,81,10,80,30,46,17
FBgn0266302,0,1,0,0,0,0,3,0
FBgn0266303,1,2,0,0,1,1,0,0
FBgn0266304,0,0,0,0,0,0,0,0
FBgn0266305,1,0,0,0,0,0,0,0
FBgn0266306,0,0,0,0,0,0,0,0
FBgn0266307,0,0,0,0,0,0,0,0
FBgn0266308,18,5,10,5,8,3,5,4
FBgn0266309,7,4,1,1,1,1,6,1
FBgn0266310,2,3,0,1,3,0,1,1
FBgn0266311,0,0,0,0,1,0,0,0
FBgn0266312,11,4,8,1,9,2,6,1
FBgn0266313,45,35,46,15,31,16,20,6
FBgn0266314,15,5,9,2,8,1,9,0
FBgn0266315,0,2,0,1,0,0,0,0
FBgn0266316,35,17,34,3,32,7,23,2
FBgn0266317,0,0,0,0,0,0,0,0
FBgn0266318,0,0,0,0,1,0,0,0
FBgn0266319,11,0,3,1,1,0,2,0
FBgn0266320,0,0,0,0,0,0,0,0
FBgn0266321,0,0,0,0,0,0,0,0
FBgn0266322,30,24,33,4,27,10,9,6
FBgn0266323,0,1,0,0,0,1,0,0
FBgn0266324,0,0,0,0,0,0,0,0
FBgn0266325,0,0,0,0,0,0,0,0
FBgn0266326,1,0,1,0,2,0,4,0
FBgn0266327,6,11,17,3,10,3,6,1
FBgn0266328,12,5,7,0,11,4,1,1
FBgn0266329,1,0,5,0,9,0,5,0
FBgn0266330,0,0,0,0,0,0,0,0
FBgn0266331,0,0,0,0,0,0,0,0
FBgn0266346,253,145,195,34,154,65,79,33
FBgn0266347,543,297,520,64,355,94,234,55
FBgn0266348,52,28,41,8,26,15,24,7
FBgn0266349,1,3,2,0,1,0,2,1
FBgn0266350,2,1,0,0,3,3,1,2
FBgn0266351,0,0,0,0,0,0,0,0
FBgn0266352,0,0,0,0,0,0,0,0
FBgn0266354,1379,783,1092,189,717,407,536,176
FBgn0266355,0,0,0,0,0,0,0,0
FBgn0266356,51,21,35,6,24,6,18,4
FBgn0266357,1,2,0,1,0,0,0,0
FBgn0266358,0,0,1,0,0,0,0,0
FBgn0266359,1,0,0,0,0,0,1,0
FBgn0266360,1,0,0,0,0,0,1,0
FBgn0266361,7,0,4,0,5,0,2,0
FBgn0266362,0,0,0,0,0,0,0,0
FBgn0266363,5,5,5,1,2,0,1,0
FBgn0266364,6,7,6,0,3,0,5,1
FBgn0266365,1,0,0,1,1,0,1,0
FBgn0266366,8,6,13,1,4,1,1,2
FBgn0266369,395,254,297,56,292,154,184,126
FBgn0266371,0,0,0,0,0,0,0,0
FBgn0266372,0,0,0,0,0,0,0,0
FBgn0266376,38,11,33,3,69,6,38,4
FBgn0266377,991,753,834,134,623,416,403,182
FBgn0266378,1,1,1,0,1,0,1,0
FBgn0266379,1,0,1,0,3,0,0,0
FBgn0266380,0,0,0,0,0,0,0,0
FBgn0266381,0,0,0,0,0,0,0,0
FBgn0266382,1,0,0,1,2,1,4,1
FBgn0266383,4,4,5,1,4,1,1,1
FBgn0266384,0,0,0,0,0,0,0,0
FBgn0266388,2,4,1,1,2,1,1,0
FBgn0266389,55,13,36,2,35,5,11,4
FBgn0266390,18,3,18,1,14,2,4,3
FBgn0266391,1,1,0,0,2,0,1,0
FBgn0266392,14,8,14,1,10,2,3,3
FBgn0266393,0,0,0,0,0,0,0,0
FBgn0266394,6,2,2,0,4,1,3,0
FBgn0266395,5,1,8,0,3,0,1,0
FBgn0266396,1,0,0,0,1,0,0,1
FBgn0266397,0,0,0,0,0,0,0,0
FBgn0266398,0,0,0,0,1,0,0,0
FBgn0266399,0,0,2,2,2,0,0,0
FBgn0266400,0,0,0,0,0,0,0,0
FBgn0266401,0,0,0,0,0,0,0,0
FBgn0266402,0,0,0,0,0,0,0,0
FBgn0266403,6,8,12,2,3,0,3,1
FBgn0266404,0,0,0,0,0,0,0,0
FBgn0266405,6,13,2,2,2,18,1,23
FBgn0266406,0,0,0,0,0,5,0,3
FBgn0266407,7,3,11,0,5,3,2,3
FBgn0266408,20,17,22,5,14,17,8,2
FBgn0266409,296,184,281,45,188,75,129,38
FBgn0266410,1380,662,1279,143,1351,313,733,165
FBgn0266411,1933,1258,1541,249,1324,661,796,414
FBgn0266412,0,0,1,0,0,0,0,0
FBgn0266413,1,0,0,1,2,0,0,0
FBgn0266414,768,377,727,64,540,162,255,109
FBgn0266415,0,0,1,0,0,0,0,0
FBgn0266416,6,3,0,1,4,1,2,0
FBgn0266417,143,88,119,24,82,27,52,22
FBgn0266418,896,451,733,92,433,189,285,113
FBgn0266419,0,0,0,0,0,0,0,1
FBgn0266420,13,5,6,1,14,1,14,1
FBgn0266428,0,0,0,0,0,0,0,0
FBgn0266429,105,47,76,14,70,19,39,10
FBgn0266430,0,0,0,0,0,0,0,0
FBgn0266431,3,0,0,0,5,0,4,0
FBgn0266432,10,4,7,0,2,0,4,0
FBgn0266433,1,0,1,1,0,0,0,0
FBgn0266434,0,0,0,0,0,0,0,0
FBgn0266435,0,0,0,0,0,0,0,0
FBgn0266436,1,3,0,0,1,0,2,0
FBgn0266437,12,11,9,3,8,3,12,3
FBgn0266438,0,0,0,0,0,0,0,0
FBgn0266439,0,0,0,0,0,0,0,0
FBgn0266441,53,30,43,8,21,11,23,10
FBgn0266442,1,1,0,0,3,1,0,0
FBgn0266443,1,0,1,0,0,0,5,0
FBgn0266445,0,0,0,0,0,0,0,0
FBgn0266446,332,186,303,45,249,117,161,66
FBgn0266448,53,19,47,3,43,14,17,8
FBgn0266449,194,99,137,21,97,35,70,23
FBgn0266450,198,111,191,19,135,37,57,27
FBgn0266451,0,0,1,0,1,0,0,0
FBgn0266452,130,73,104,17,102,32,44,13
FBgn0266454,1,0,2,0,1,0,0,0
FBgn0266455,0,14,0,1,0,2,0,2
FBgn0266456,2,4,2,0,3,0,2,0
FBgn0266457,0,1,2,0,0,0,0,0
FBgn0266459,0,0,0,0,0,0,0,0
FBgn0266464,248,161,179,59,132,56,121,41
FBgn0266465,213,121,170,40,90,68,70,32
FBgn0266486,0,0,0,0,0,0,0,0
FBgn0266487,0,0,0,0,0,0,0,0
FBgn0266488,0,0,0,0,0,0,0,0
FBgn0266489,0,0,0,0,0,0,0,0
FBgn0266490,0,0,0,0,0,0,0,0
FBgn0266491,0,0,0,0,0,0,0,0
FBgn0266492,0,0,0,0,0,0,0,0
FBgn0266518,38,17,33,5,36,12,13,8
FBgn0266521,467,246,466,76,343,86,168,67
FBgn0266525,0,0,0,0,0,0,0,0
FBgn0266534,0,1,1,0,0,0,0,0
FBgn0266535,0,0,0,0,0,0,0,0
FBgn0266536,0,0,0,0,0,0,0,0
FBgn0266537,0,0,0,0,0,0,0,0
FBgn0266538,0,0,0,0,0,0,0,0
FBgn0266539,0,0,0,0,0,0,0,0
FBgn0266540,0,0,0,0,0,0,0,0
FBgn0266549,101,44,72,6,110,22,51,15
FBgn0266557,8881,5496,7001,1225,5056,2917,3338,1459
FBgn0266564,0,0,0,0,1,0,0,0
FBgn0266565,2,0,0,0,0,0,0,0
FBgn0266566,40,23,53,6,37,16,23,8
FBgn0266568,0,0,0,0,0,0,0,0
FBgn0266569,27,17,28,1,13,4,15,1
FBgn0266570,49,19,40,10,29,18,14,8
FBgn0266572,408,216,314,42,208,89,143,63
FBgn0266573,0,0,0,0,0,0,0,0
FBgn0266574,0,0,0,0,0,0,0,0
FBgn0266577,1,0,0,0,1,0,0,0
FBgn0266578,0,0,0,0,0,0,0,0
FBgn0266579,722,498,665,131,524,222,340,113
FBgn0266580,385,130,309,44,272,82,159,44
FBgn0266581,77,40,50,9,57,19,33,15
FBgn0266582,230,125,204,38,156,44,132,32
FBgn0266585,0,0,0,0,0,0,0,0
FBgn0266586,0,0,0,0,0,0,0,0
FBgn0266587,0,0,0,0,0,0,0,0
FBgn0266588,0,0,0,0,0,0,0,0
FBgn0266589,0,0,0,0,0,0,0,0
FBgn0266590,12,13,6,1,2,2,4,4
FBgn0266591,0,0,0,0,0,0,0,0
FBgn0266592,8,5,9,2,2,0,5,3
FBgn0266593,7,9,14,2,10,1,3,0
FBgn0266594,17,7,15,1,3,1,11,0
FBgn0266595,37,20,35,9,30,11,24,4
FBgn0266596,4,3,4,0,2,3,3,1
FBgn0266598,1,1,0,0,0,0,0,0
FBgn0266599,13322,4238,10340,932,10098,2131,7886,1337
FBgn0266615,1,0,0,0,0,0,0,0
FBgn0266616,0,1,1,2,1,0,2,0
FBgn0266617,5,0,7,0,2,0,1,0
FBgn0266618,7,5,4,2,6,0,2,0
FBgn0266619,3,10,8,1,5,0,3,1
FBgn0266620,12,6,11,2,10,4,7,2
FBgn0266621,11,9,14,1,10,1,8,3
FBgn0266622,5,2,12,1,9,3,6,1
FBgn0266623,0,0,0,0,0,0,0,0
FBgn0266624,51,16,40,6,27,9,12,1
FBgn0266625,3,4,3,0,2,1,5,1
FBgn0266626,14,8,13,1,10,3,10,1
FBgn0266627,15,3,7,3,4,0,6,0
FBgn0266628,12,8,8,4,5,2,5,1
FBgn0266629,3,1,1,0,1,0,1,0
FBgn0266630,35,16,30,9,15,5,15,3
FBgn0266631,0,0,0,0,3,0,1,0
FBgn0266632,0,0,0,0,0,0,0,0
FBgn0266633,9,4,7,1,14,2,8,2
FBgn0266634,0,0,1,0,0,0,0,0
FBgn0266635,0,1,0,1,0,0,0,0
FBgn0266636,0,0,0,1,1,0,0,0
FBgn0266637,6,1,2,2,8,4,4,1
FBgn0266638,1,2,1,0,0,0,1,0
FBgn0266639,4,1,5,0,1,1,2,1
FBgn0266640,0,0,0,0,0,0,0,0
FBgn0266641,1,0,0,0,2,0,0,0
FBgn0266642,0,0,0,0,1,0,0,0
FBgn0266643,13,3,11,0,11,0,6,2
FBgn0266644,0,0,0,0,0,0,0,0
FBgn0266645,0,0,0,0,0,0,0,0
FBgn0266646,24,6,9,1,11,4,2,1
FBgn0266647,0,0,0,0,0,0,0,0
FBgn0266648,2,4,4,0,2,2,1,1
FBgn0266649,42,23,44,5,35,9,15,3
FBgn0266650,0,1,0,0,0,0,0,0
FBgn0266651,3,0,1,0,1,1,0,0
FBgn0266652,19,6,11,0,5,10,5,1
FBgn0266653,0,0,0,0,0,0,0,0
FBgn0266654,1,0,0,0,0,0,0,0
FBgn0266655,0,0,0,0,0,0,0,0
FBgn0266656,0,0,0,0,0,0,0,0
FBgn0266657,0,0,2,0,2,0,1,0
FBgn0266666,36,19,29,7,31,9,19,4
FBgn0266667,44,29,29,4,28,19,19,5
FBgn0266668,111,76,86,11,55,18,41,22
FBgn0266669,111,73,90,18,76,32,41,26
FBgn0266670,156,80,150,19,106,41,68,28
FBgn0266671,78,44,50,13,48,20,28,20
FBgn0266672,298,200,290,48,200,106,130,58
FBgn0266673,88,70,60,15,58,21,39,12
FBgn0266674,114,80,121,17,78,35,59,16
FBgn0266675,0,0,0,0,0,0,0,0
FBgn0266676,0,0,0,1,2,0,1,0
FBgn0266677,0,0,0,1,0,0,0,1
FBgn0266678,0,0,0,0,0,0,0,0
FBgn0266679,0,0,0,0,0,0,1,1
FBgn0266680,30,24,27,7,19,12,14,7
FBgn0266681,2,0,1,0,5,0,4,0
FBgn0266682,0,0,0,0,0,0,0,0
FBgn0266683,6,0,3,0,7,0,6,0
FBgn0266684,0,0,0,0,1,0,0,0
FBgn0266685,0,0,0,0,0,0,0,0
FBgn0266686,2,0,0,0,1,0,0,0
FBgn0266687,0,0,1,1,0,1,0,0
FBgn0266688,2,3,9,0,8,1,2,0
FBgn0266689,15,4,15,2,17,5,8,1
FBgn0266690,37,11,27,1,23,12,18,4
FBgn0266691,0,1,0,0,1,0,0,0
FBgn0266692,2,3,3,0,2,1,4,0
FBgn0266693,16,10,9,4,21,3,9,2
FBgn0266694,1,0,0,0,0,0,0,0
FBgn0266696,5189,2630,3863,586,2607,1395,1810,755
FBgn0266697,0,0,0,0,2,0,2,0
FBgn0266698,10,3,7,2,5,0,1,0
FBgn0266699,11,1,2,0,6,3,0,0
FBgn0266700,1,0,0,0,0,1,0,1
FBgn0266701,0,0,0,0,0,0,1,0
FBgn0266702,0,0,0,0,0,0,0,1
FBgn0266703,0,0,0,0,2,0,0,0
FBgn0266705,0,0,0,0,0,0,0,0
FBgn0266706,13,12,15,1,11,0,7,0
FBgn0266707,0,0,0,0,0,0,0,0
FBgn0266708,6,3,1,0,1,0,1,0
FBgn0266709,2,7,7,0,8,0,6,1
FBgn0266710,10,5,9,0,8,3,6,2
FBgn0266711,129,60,85,8,79,19,47,11
FBgn0266717,4688,2653,3856,611,2755,1296,1847,770
FBgn0266719,238,94,212,17,174,50,90,36
FBgn0266720,186,93,142,22,120,47,80,24
FBgn0266721,23,22,25,7,16,9,9,5
FBgn0266722,7,2,6,4,8,2,1,1
FBgn0266723,49,19,30,7,15,5,12,4
FBgn0266724,20,15,21,4,16,2,16,1
FBgn0266725,0,1,2,0,1,0,0,0
FBgn0266726,3,4,1,0,0,2,3,2
FBgn0266727,4,3,6,1,4,1,0,0
FBgn0266728,0,0,0,0,0,0,0,0
FBgn0266729,0,0,0,0,0,0,0,0
FBgn0266730,30,17,22,1,7,1,10,2
FBgn0266731,0,0,0,0,0,0,0,0
FBgn0266732,0,0,0,0,0,0,0,0
FBgn0266733,1,1,2,0,3,0,0,0
FBgn0266734,0,0,0,0,1,0,1,0
FBgn0266735,0,0,0,0,0,0,0,0
FBgn0266736,5,3,3,1,0,0,1,1
FBgn0266737,5,9,7,0,6,2,3,0
FBgn0266738,1,0,8,1,0,0,0,2
FBgn0266739,0,0,0,0,0,1,0,0
FBgn0266740,0,0,0,0,0,0,0,0
FBgn0266741,0,0,0,0,0,0,0,0
FBgn0266742,0,0,2,0,0,0,0,0
FBgn0266743,0,0,0,0,0,0,0,0
FBgn0266744,22,11,17,5,17,4,15,2
FBgn0266745,29,12,17,3,9,7,15,7
FBgn0266747,0,0,0,0,0,0,0,0
FBgn0266748,0,0,0,0,0,0,0,0
FBgn0266749,3,3,0,0,2,0,2,0
FBgn0266750,117,76,108,15,86,29,59,20
FBgn0266751,6,4,6,2,5,0,3,1
FBgn0266752,0,0,0,0,0,0,0,0
FBgn0266753,23,7,21,0,17,8,9,3
FBgn0266756,2447,1328,1956,368,1467,726,964,412
FBgn0266757,4,0,0,0,0,0,0,0
FBgn0266758,491,288,454,88,369,157,225,88
FBgn0266762,2,1,3,0,0,1,2,0
FBgn0266763,8,0,4,0,5,1,4,0
FBgn0266764,0,0,0,0,0,0,0,0
FBgn0266766,2,1,0,0,0,0,0,0
FBgn0266768,0,0,2,1,0,1,1,0
FBgn0266769,7,0,7,0,4,0,3,0
FBgn0266771,0,0,0,0,0,0,0,0
FBgn0266772,7,8,9,0,7,3,5,1
FBgn0266773,0,0,0,0,0,0,0,0
FBgn0266774,2,0,3,0,8,0,2,0
FBgn0266775,1,0,0,0,0,0,0,1
FBgn0266776,6,2,1,0,3,1,1,1
FBgn0266777,5,0,2,2,0,1,3,0
FBgn0266778,0,0,0,0,0,0,0,1
FBgn0266780,0,0,1,0,0,1,0,0
FBgn0266781,0,3,0,0,0,0,1,0
FBgn0266782,0,0,0,0,0,2,0,0
FBgn0266783,0,0,0,0,0,0,0,0
FBgn0266784,1,0,0,0,0,0,0,0
FBgn0266785,0,0,0,0,0,0,0,0
FBgn0266786,4,1,2,0,1,1,1,0
FBgn0266787,2,2,0,0,0,0,0,3
FBgn0266788,0,0,0,0,0,0,0,0
FBgn0266789,0,0,0,0,0,0,0,0
FBgn0266790,0,0,0,0,0,0,0,0
FBgn0266791,2,5,7,1,3,0,0,0
FBgn0266795,0,0,0,0,0,0,0,0
FBgn0266796,2,1,0,0,0,0,0,0
FBgn0266797,1,0,1,0,0,0,0,0
FBgn0266798,0,0,1,1,0,0,0,0
FBgn0266799,0,0,0,0,0,0,0,0
FBgn0266800,79,32,73,10,75,12,44,9
FBgn0266801,2346,1254,1869,280,1326,626,935,302
FBgn0266802,0,0,0,0,0,0,1,0
FBgn0266803,0,0,0,0,0,0,0,0
FBgn0266804,1,0,0,0,0,0,0,0
FBgn0266805,17,19,13,5,3,13,4,6
FBgn0266806,0,0,0,0,0,0,0,0
FBgn0266807,1,0,0,0,0,0,1,0
FBgn0266808,22,7,14,2,11,3,11,2
FBgn0266809,0,1,3,0,0,0,0,0
FBgn0266810,0,2,1,0,0,0,1,0
FBgn0266811,10,0,10,0,7,0,18,0
FBgn0266812,3,3,0,0,1,0,2,0
FBgn0266813,0,0,0,0,0,0,0,0
FBgn0266814,0,0,1,0,0,0,0,0
FBgn0266815,0,0,0,0,0,0,1,0
FBgn0266816,0,0,0,1,3,0,0,0
FBgn0266817,0,0,0,0,0,0,0,0
FBgn0266818,7,0,4,0,1,0,0,0
FBgn0266819,30,7,28,3,21,4,8,2
FBgn0266820,1,1,2,0,1,0,0,0
FBgn0266821,4,2,0,1,0,0,1,0
FBgn0266822,1,0,1,0,1,2,0,0
FBgn0266823,0,0,1,0,0,0,0,0
FBgn0266824,3,3,0,0,0,0,1,0
FBgn0266825,0,0,0,0,0,0,0,0
FBgn0266826,0,0,0,0,0,0,0,0
FBgn0266827,0,0,0,0,0,0,0,0
FBgn0266828,5,2,1,1,3,0,2,0
FBgn0266829,0,0,0,0,1,0,0,0
FBgn0266830,0,0,4,0,0,0,0,0
FBgn0266831,0,0,0,0,0,0,0,0
FBgn0266832,0,0,0,0,0,0,0,0
FBgn0266833,0,1,0,1,0,0,0,0
FBgn0266834,0,0,0,0,0,0,1,0
FBgn0266835,1,1,0,0,1,0,0,0
FBgn0266836,6,3,1,1,1,0,2,0
FBgn0266837,0,1,2,0,1,0,1,0
FBgn0266838,0,0,0,0,0,0,0,0
FBgn0266839,0,0,0,0,0,0,0,0
FBgn0266840,0,0,0,0,0,0,0,0
FBgn0266841,0,0,0,0,2,0,1,0
FBgn0266842,0,0,0,0,0,0,0,0
FBgn0266843,0,0,0,0,0,0,0,0
FBgn0266844,1,0,0,0,0,1,0,0
FBgn0266845,0,0,0,0,0,0,0,0
FBgn0266846,4,2,3,1,1,3,1,0
FBgn0266847,0,0,0,0,0,0,0,0
FBgn0266848,207,139,198,31,151,57,106,34
FBgn0266849,2,0,0,0,0,0,0,0
FBgn0266850,0,0,0,0,0,0,0,0
FBgn0266851,54,22,61,9,63,4,26,3
FBgn0266852,0,0,0,0,0,0,0,0
FBgn0266853,0,0,1,0,0,0,0,0
FBgn0266854,57,1,62,0,74,0,66,0
FBgn0266855,0,0,0,0,0,0,0,0
FBgn0266856,0,0,0,0,0,0,0,0
FBgn0266857,0,0,0,0,0,0,0,0
FBgn0266858,0,2,2,1,0,1,0,0
FBgn0266859,1,0,0,0,0,0,0,0
FBgn0266860,0,0,0,0,0,0,0,0
FBgn0266861,0,0,0,0,0,0,0,0
FBgn0266862,0,0,0,0,0,0,0,0
FBgn0266863,0,0,0,0,1,0,1,0
FBgn0266864,8,8,17,2,13,5,6,2
FBgn0266865,0,0,2,0,0,1,0,0
FBgn0266866,1,2,1,0,1,0,0,1
FBgn0266867,0,0,0,0,0,0,1,0
FBgn0266868,3,2,4,0,1,2,0,0
FBgn0266869,3,0,1,0,0,0,0,0
FBgn0266870,0,0,0,0,0,0,0,0
FBgn0266871,15,21,29,6,14,9,16,4
FBgn0266872,12,9,17,3,12,3,5,3
FBgn0266873,0,0,0,0,0,0,0,0
FBgn0266874,0,0,0,0,2,0,0,0
FBgn0266875,0,0,0,0,0,1,0,0
FBgn0266876,8,1,9,2,5,0,2,0
FBgn0266877,20,4,10,1,8,4,9,2
FBgn0266878,7,1,2,0,1,2,1,2
FBgn0266879,6,1,4,0,2,1,0,0
FBgn0266880,0,0,0,0,0,0,0,0
FBgn0266881,0,0,0,0,0,0,0,0
FBgn0266882,0,0,0,0,0,0,1,0
FBgn0266883,0,0,0,0,0,0,1,0
FBgn0266884,11,5,7,0,3,1,4,2
FBgn0266885,0,0,0,0,0,0,0,0
FBgn0266886,94,60,74,13,51,22,23,10
FBgn0266887,0,0,0,0,0,0,0,0
FBgn0266888,0,0,0,0,0,0,0,0
FBgn0266889,6,7,8,0,5,1,2,0
FBgn0266891,0,0,0,0,0,0,0,0
FBgn0266892,0,0,0,0,0,0,0,0
FBgn0266893,0,0,0,0,0,0,0,0
FBgn0266894,2,0,0,0,1,0,0,0
FBgn0266895,0,1,2,0,0,0,0,0
FBgn0266896,0,0,0,0,0,0,0,0
FBgn0266897,1,0,1,0,0,0,0,0
FBgn0266898,4,0,4,0,4,1,2,0
FBgn0266899,1,3,2,0,2,1,0,0
FBgn0266900,0,0,1,0,2,1,0,0
FBgn0266901,14,11,11,1,15,8,4,2
FBgn0266902,0,0,0,0,0,0,0,0
FBgn0266903,0,2,0,0,1,1,1,0
FBgn0266904,0,0,0,0,0,0,0,0
FBgn0266905,0,0,0,0,0,0,0,0
FBgn0266906,2,0,2,0,0,0,2,0
FBgn0266907,0,0,0,0,0,0,0,0
FBgn0266909,0,0,0,0,0,0,0,0
FBgn0266910,0,0,2,1,0,0,0,0
FBgn0266911,1,1,2,0,1,0,0,0
FBgn0266912,0,0,0,0,1,0,0,1
FBgn0266913,0,0,0,0,1,0,0,0
FBgn0266914,0,0,0,0,0,0,0,0
FBgn0266915,2,4,1,0,0,0,0,0
FBgn0266916,48,12,27,0,22,9,10,4
FBgn0266917,169,88,133,21,100,40,78,22
FBgn0266918,972,580,814,157,599,263,456,171
FBgn0266925,11,6,14,4,12,8,8,1
FBgn0266926,3,1,2,0,0,0,1,0
FBgn0266927,0,0,0,0,0,0,0,0
FBgn0266928,0,0,1,0,0,0,0,0
FBgn0266929,14,7,14,0,13,5,13,1
FBgn0266930,0,2,1,0,0,0,0,0
FBgn0266931,15,9,20,0,23,3,21,2
FBgn0266932,0,0,0,0,1,0,0,0
FBgn0266933,4,1,2,0,6,0,2,0
FBgn0266934,1,0,1,0,0,0,0,0
FBgn0266935,0,0,0,0,0,0,0,1
