"","id","chr","strand","gene_name","log2FoldChange","padj","group"
"284","FBgn0027619","chr2R","+","eIF3j",0.40574257665575,0.00176651757645366,"Autosome"
"285","FBgn0027657","chr3R","-","glob1",-0.401256651556975,1.69771519655567e-05,"Autosome"
"286","FBgn0027791","chrX","-","O-fut2",0.505221435632608,0.004355884258055,"chrX"
"287","FBgn0027865","chr3R","-","Tsp96F",0.579683929095173,0.000809546289279123,"Autosome"
"288","FBgn0027932","chr2L","+","Akap200",-0.354901559933463,5.62220240767016e-05,"Autosome"
"289","FBgn0028341","chrX","-","Ptpmeg2",-0.383278992225374,0.000522275290206742,"chrX"
"290","FBgn0028360","chrX","+","Cdc7",0.572074300944107,5.11514699820895e-06,"chrX"
"291","FBgn0028375","chr2L","-","heix",-0.469988327290987,0.00431164491425576,"Autosome"
"292","FBgn0028394","chr2L","+","CG17834",-0.920634939969027,6.11161579885171e-18,"Autosome"
"293","FBgn0028424","chr2R","+","JhI-26",-0.414151852214389,1.17429643894354e-05,"Autosome"
"294","FBgn0028425","chr2L","-","JhI-21",-0.31124560715856,0.00209080317454118,"Autosome"
"295","FBgn0028436","chr3R","+","ECSIT",-0.394448462906062,0.00672552194606403,"Autosome"
"296","FBgn0028482","chr2L","+","bdl",-1.23985291876916,1.41277459353858e-16,"Autosome"
"297","FBgn0028484","chr3L","+","Ack",-0.301772151767335,0.00279436586159745,"Autosome"
"298","FBgn0028500","chr3L","-","Rich",0.555120154600657,0.000120375715308074,"Autosome"
"299","FBgn0028523","chr2L","-","CG5888",-0.78248785100596,5.4695769736891e-10,"Autosome"
"300","FBgn0028552","chr2R","-","gammaSnap1",0.64296885358994,0.00042907277468899,"Autosome"
"301","FBgn0028573","chr3L","-","prc",-5.34279665339858,2.38981622252266e-57,"Autosome"
"302","FBgn0028622","chr2R","-","qsm",-0.713729521174477,0.000529498964601879,"Autosome"
"303","FBgn0028663","chr3L","+","VhaM9.7-b",0.482872966113464,5.24562429291071e-06,"Autosome"
"304","FBgn0028675","chr2L","-","Sur",0.510882403874658,0.00442102226446148,"Autosome"
"305","FBgn0028697","chr3L","+","RpL15",-0.376125898155933,2.94666175005756e-05,"Autosome"
"306","FBgn0028704","chr2L","-","Nckx30C",-1.96524376970245,1.2247357893568e-07,"Autosome"
"307","FBgn0028734","chr3R","-","Fmr1",-0.32254964375672,0.00172064444490905,"Autosome"
"308","FBgn0028833","chr3R","-","Cmpk",0.679906317639656,3.51531918743516e-12,"Autosome"
"309","FBgn0028863","chr2L","-","stol",-7.85599106568492,4.25206662367533e-12,"Autosome"
"310","FBgn0028909","chr2L","-","tRNA:Gln-CTG-4-1",-0.576405079892681,3.32519776701432e-07,"Autosome"
"311","FBgn0028953","chr2R","+","CG14478",0.384615917807765,0.000238251717271656,"Autosome"
"312","FBgn0028956","chr2R","-","mthl3",0.333791781359777,0.000128442597905047,"Autosome"
"313","FBgn0029093","chr2R","-","cathD",0.48918620386023,5.85952803904192e-08,"Autosome"
"314","FBgn0029094","chr3L","+","asf1",0.517983705029113,0.000122264638371707,"Autosome"
"315","FBgn0029123","chr2L","+","SoxN",-1.08356273111688,7.18222814581707e-51,"Autosome"
"316","FBgn0029131","chr2R","+","Debcl",1.45707539833068,2.64803459083396e-16,"Autosome"
"317","FBgn0029147","chr2R","+","NtR",1.13213200009081,6.22624767073957e-08,"Autosome"
"318","FBgn0029152","chr3L","-","Mkrn1",0.378847157972751,0.0057032070311818,"Autosome"
"319","FBgn0029167","chr3L","+","Hml",-1.33489307926009,1.14606368707501e-05,"Autosome"
"320","FBgn0029658","chrX","-","CG14269",1.08389685229096,0.00027139312317644,"chrX"
"321","FBgn0029662","chrX","-","CG12206",-0.482195914523758,0.00419326416169502,"chrX"
"322","FBgn0029663","chrX","-","CG10804",0.991591092183765,4.22660957860638e-05,"chrX"
"323","FBgn0029705","chrX","-","CG12693",-1.55928243386615,0.00768199850055009,"chrX"
"324","FBgn0029838","chrX","-","CG4666",1.22703621382124,1.51362845803748e-05,"chrX"
"325","FBgn0029879","chrX","+","APC7",0.633742797950445,0.000161337920225728,"chrX"
"326","FBgn0029891","chrX","+","Pink1",0.546239963978995,0.000898845218832472,"chrX"
"327","FBgn0029892","chrX","-","CG3184",0.720533259394303,0.00431293843253478,"chrX"
"328","FBgn0029893","chrX","-","CG14442",0.596840619294863,5.00060431264602e-05,"chrX"
"329","FBgn0029895","chrX","+","CG14441",-0.484592746702863,0.000139481863993609,"chrX"
"330","FBgn0029896","chrX","-","CG3168",0.827876124545602,2.70214784040589e-16,"chrX"
"331","FBgn0029903","chrX","+","pod1",0.36500377265282,0.00702883454227523,"chrX"
"332","FBgn0029911","chrX","-","CG14435",0.559462920133021,0.00614843947518451,"chrX"
"333","FBgn0029914","chrX","+","CG4558",0.737462078681568,0.000824621290915422,"chrX"
"334","FBgn0029915","chrX","-","CG14434",0.876902414918755,5.4246817749113e-06,"chrX"
"335","FBgn0029924","chrX","+","CG4586",0.858071412486886,0.000151492134110398,"chrX"
"336","FBgn0029925","chrX","-","CG3040",0.83047589440132,0.000347249609354209,"chrX"
"337","FBgn0029936","chrX","-","CG4617",0.764203296261207,0.00100607768906734,"chrX"
"338","FBgn0029939","chrX","+","Cph",0.611275648895088,0.000888368066697989,"chrX"
"339","FBgn0030066","chrX","-","Uros1",-0.664862611100304,0.00283292495014085,"chrX"
"340","FBgn0030077","chrX","-","CG15365",-0.866488263400719,1.42693406244376e-14,"chrX"
"341","FBgn0030114","chrX","+","CG17754",0.37863941045608,0.000264473770914518,"chrX"
"342","FBgn0030189","chrX","+","CG2909",0.858874795212353,1.73485048683257e-06,"chrX"
"343","FBgn0030230","chrX","-","Rph",1.21216376282019,1.69385429523107e-12,"chrX"
"344","FBgn0030300","chrX","+","Sk1",-0.622359207475311,1.42091671072182e-08,"chrX"
"345","FBgn0030309","chrX","-","CG1572",-0.34942426466746,0.000154118746782022,"chrX"
"346","FBgn0030334","chrX","+","Karl",-0.47478688254326,0.000416441158879346,"chrX"
"347","FBgn0030340","chrX","-","CG15740",-1.66098419812004,0.00170120214592742,"chrX"
"348","FBgn0030347","chrX","+","CG15739",-0.528359855200814,0.000320886251184662,"chrX"
"349","FBgn0030357","chrX","-","Sclp",-0.671801376046436,0.000167968591928336,"chrX"
"350","FBgn0030373","chrX","-","moon",0.935430295214728,2.24098761694053e-05,"chrX"
"351","FBgn0030421","chrX","+","Agpat1",0.449626395058773,0.00924445334023333,"chrX"
"352","FBgn0030431","chrX","-","CG4407",-0.396894933766875,0.00935298502646016,"chrX"
"353","FBgn0030485","chrX","-","CG1998",-0.341092093389336,0.00261060420960971,"chrX"
"354","FBgn0030505","chrX","+","NFAT",-0.348463254447651,0.0082744559269929,"chrX"
"355","FBgn0030510","chrX","-","CG12177",1.09503010672542,7.77312604856424e-19,"chrX"
"356","FBgn0030520","chrX","-","Pdcd4",0.534479779701505,4.20207273373384e-05,"chrX"
"357","FBgn0030575","chrX","+","CG5321",-0.81906151213577,0.00386629753786706,"chrX"
"358","FBgn0030617","chrX","-","CG9095",-1.12125027189403,3.4515548538835e-05,"chrX"
"359","FBgn0030839","chrX","+","ENGase",1.66429106234365,8.9259700000738e-07,"chrX"
"360","FBgn0030850","chrX","-","stas",-0.392191609581186,0.00779486465880196,"chrX"
"361","FBgn0030863","chrX","-","CG8188",-0.380385405269815,0.00805773061763912,"chrX"
"362","FBgn0030927","chrX","-","CG15046",-1.36057989369666,0.00877503840067854,"chrX"
"363","FBgn0030955","chrX","+","CG6891",-0.400839524264705,1.18986315525937e-05,"chrX"
"364","FBgn0030964","chrX","+","Pvf1",-0.715645554995293,1.79669238891859e-06,"chrX"
"365","FBgn0031012","chrX","-","CG8051",0.854322475647683,4.47441838572811e-05,"chrX"
"366","FBgn0031048","chrX","-","CG12237",0.472036627247455,0.00666578941885454,"chrX"
"367","FBgn0031069","chrX","+","Abcd3",-0.326165313178536,0.00297184789669775,"chrX"
"368","FBgn0031143","chrX","-","CG1532",-0.334326869935253,0.001419811174471,"chrX"
"369","FBgn0031157","chrX","-","CG1503",3.0767245177567,8.32144492361059e-06,"chrX"
"370","FBgn0031245","chr2L","-","CG3625",0.552794000354451,1.44538791724537e-05,"Autosome"
"371","FBgn0031258","chr2L","-","CG4297",-0.525223588749526,1.08028904436327e-08,"Autosome"
"372","FBgn0031299","chr2L","-","CG4629",-0.593645984615538,6.59359208053222e-06,"Autosome"
"373","FBgn0031307","chr2L","+","MFS3",0.681258078856551,0.000744213512358006,"Autosome"
"374","FBgn0031356","chr2L","-","CG17660",-0.514245315617797,4.34565722289575e-06,"Autosome"
"375","FBgn0031381","chr2L","+","Npc2a",0.303039777128047,0.00805773061763912,"Autosome"
"376","FBgn0031389","chr2L","-","CG4259",-0.446780391175212,3.84838338248595e-06,"Autosome"
"377","FBgn0031401","chr2L","+","papi",-0.403160023205684,0.000162509162283556,"Autosome"
"378","FBgn0031413","chr2L","-","CG9967",-0.480145731195487,0.000641217322639531,"Autosome"
"379","FBgn0031449","chr2L","+","CG31689",-0.634449092447845,8.73408217712715e-12,"Autosome"
"380","FBgn0031450","chr2L","+","Hrs",-0.475277530328885,0.000519627086192927,"Autosome"
"381","FBgn0031453","chr2L","+","Bacc",-0.388034513993366,2.32413175312293e-06,"Autosome"
"382","FBgn0031457","chr2L","-","Snx21",-0.515211226947415,6.71820303446516e-05,"Autosome"
"383","FBgn0031461","chr2L","+","daw",-0.920772300732775,7.46751121792461e-24,"Autosome"
"384","FBgn0031473","chr2L","-","CG3104",0.737392028944439,3.50070847464711e-07,"Autosome"
"385","FBgn0031474","chr2L","+","CG2991",-0.37109192179297,0.00171231940351947,"Autosome"
"386","FBgn0031478","chr2L","+","CG8814",0.409433477971631,0.00434706778979833,"Autosome"
"387","FBgn0031483","chr2L","-","CG9641",1.046258699778,3.96021543591478e-35,"Autosome"
"388","FBgn0031484","chr2L","+","CG3165",0.625004425037404,2.97317259272486e-05,"Autosome"
"389","FBgn0031489","chr2L","-","CG17224",1.18281057509887,1.24133433333232e-13,"Autosome"
"390","FBgn0031490","chr2L","+","CG17264",1.29246535228672,5.85172933378179e-16,"Autosome"
"391","FBgn0031491","chr2L","-","alpha4GT1",0.882174185811479,2.24659629669189e-09,"Autosome"
"392","FBgn0031492","chr2L","+","Prp40",0.583633153062265,4.36809706478926e-05,"Autosome"
"393","FBgn0031493","chr2L","-","Sf3b2",0.577199103087406,2.80583524267317e-05,"Autosome"
"394","FBgn0031496","chr2L","-","CG17258",0.636768680128246,0.000305084454611523,"Autosome"
"395","FBgn0031497","chr2L","-","SerRS",0.816335601099977,2.30583757674774e-10,"Autosome"
"396","FBgn0031498","chr2L","+","CG17260",0.666080563038836,4.22345850973461e-06,"Autosome"
"397","FBgn0031505","chr2L","-","ND-B14.5B",0.625089754567823,3.97956864645193e-07,"Autosome"
"398","FBgn0031513","chr2L","+","CG3347",9.26387109444588,1.62142249470564e-08,"Autosome"
"399","FBgn0031516","chr2L","-","CG9663",-0.706902327547695,1.69385429523107e-12,"Autosome"
"400","FBgn0031561","chr2L","-","IM33",-1.22220315958987,0.00476653973598723,"Autosome"
"401","FBgn0031620","chr2L","+","CG11929",0.571474867842332,9.13574300467622e-05,"Autosome"
"402","FBgn0031644","chr2L","+","CG15625",-1.82663129863575,0.000119395103465127,"Autosome"
"403","FBgn0031660","chr2L","+","mRpL28",-0.464130517987471,0.00116260033411596,"Autosome"
"404","FBgn0031689","chr2L","+","Cyp28d1",-1.69784764389693,8.12430709216175e-28,"Autosome"
"405","FBgn0031690","chr2L","-","CG7742",-1.32938750666981,5.28344407013072e-05,"Autosome"
"406","FBgn0031734","chr2L","-","CG11147",-1.71386899885697,4.38688146662339e-08,"Autosome"
"407","FBgn0031738","chr2L","-","CG9171",-0.347109417916912,0.000522275290206742,"Autosome"
"408","FBgn0031745","chr2L","-","rau",-0.394573736310622,1.06056734813968e-05,"Autosome"
"409","FBgn0031762","chr2L","-","CG9098",-1.34303611863695,1.33458290132739e-05,"Autosome"
"410","FBgn0031805","chr2L","+","Nepl4",-1.92583092949468,4.56422533309204e-105,"Autosome"
"411","FBgn0031808","chr2L","+","Nepl5",-2.63663331915169,0.00981701663966317,"Autosome"
"412","FBgn0031814","chr2L","-","retm",-0.699492812400969,5.44631731968243e-06,"Autosome"
"413","FBgn0031816","chr2L","-","Rchy1",-0.566960839514834,0.00564543503081978,"Autosome"
"414","FBgn0031835","chr2L","-","Dpp10",-1.12060445451099,2.1251461443694e-10,"Autosome"
"415","FBgn0031836","chr2L","+","CG11050",-0.274554143431159,0.0016855822549374,"Autosome"
"416","FBgn0031850","chr2L","-","Tsp",-0.489937812745567,0.00816541171008163,"Autosome"
"417","FBgn0031888","chr2L","-","Pvf2",-0.382965273262955,1.78424808859496e-07,"Autosome"
"418","FBgn0031909","chr2L","-","CG5181",-0.514763147783087,0.00114530508662631,"Autosome"
"419","FBgn0031914","chr2L","+","CG5973",-1.04087468688209,9.31558166139777e-29,"Autosome"
"420","FBgn0031937","chr2L","-","CG13795",-1.10235380825443,1.11922233865685e-11,"Autosome"
"421","FBgn0031948","chr2L","-","CG7149",-0.785697313037998,4.35561118777422e-16,"Autosome"
"422","FBgn0031969","chr2L","-","pes",-0.374643514466436,6.72969753938481e-05,"Autosome"
"423","FBgn0031974","chr2L","-","CG12560",-1.1169909498172,3.26129001914896e-19,"Autosome"
"424","FBgn0031995","chr2L","-","CG8475",0.872659437959341,0.00013438190110258,"Autosome"
"425","FBgn0031996","chr2L","+","CG8460",0.992114053167483,1.06141298311858e-06,"Autosome"
"426","FBgn0031997","chr2L","+","PGAP5",0.848780338305025,4.59948241582499e-05,"Autosome"
"427","FBgn0032000","chr2L","-","CG8372",0.837490182577691,1.3826011534018e-05,"Autosome"
"428","FBgn0032001","chr2L","+","CG8360",1.08926381190808,1.99484103541661e-13,"Autosome"
"429","FBgn0032002","chr2L","+","CG8353",1.00882170840799,0.000266775719202933,"Autosome"
"430","FBgn0032005","chr2L","-","Snx6",0.495366243427637,2.15694999939774e-06,"Autosome"
"431","FBgn0032006","chr2L","-","Pvr",0.341730181049175,0.00179452978368124,"Autosome"
"432","FBgn0032025","chr2L","+","CG7778",-1.02015061188757,9.92426604740494e-05,"Autosome"
"433","FBgn0032057","chr2L","-","CG9287",-1.82588596105539,0.00804630915607991,"Autosome"
"434","FBgn0032082","chr2L","+","CG18088",-0.278200599494512,0.00512779409360506,"Autosome"
"435","FBgn0032136","chr2L","+","Apoltp",-0.502504224072174,1.08944446615658e-07,"Autosome"
"436","FBgn0032140","chr2L","+","CG13117",-0.888504006658982,1.62010350163128e-23,"Autosome"
"437","FBgn0032151","chr2L","-","nAChRalpha6",2.03451157681759,1.68074855551567e-30,"Autosome"
"438","FBgn0032167","chr2L","-","CG5853",0.493429833190658,9.60381736589886e-07,"Autosome"
"439","FBgn0032178","chr2L","+","Spn31A",0.853618893779471,2.77371764699893e-10,"Autosome"
"440","FBgn0032222","chr2L","+","Cox10",0.488832967385201,0.00209080317454118,"Autosome"
"441","FBgn0032264","chr2L","+","Lip4",-1.04246789317785,1.22505114894361e-09,"Autosome"
"442","FBgn0032362","chr2L","+","spz4",-1.32769139046738,1.46085390824515e-10,"Autosome"
"443","FBgn0032381","chr2L","+","Mal-B1",-7.41217635386856,1.24566340047525e-10,"Autosome"
"444","FBgn0032382","chr2L","+","Mal-B2",-3.19743219811915,7.07397118811608e-14,"Autosome"
"445","FBgn0032393","chr2L","+","Nfs1",0.55240641012136,0.00330388524785263,"Autosome"
"446","FBgn0032433","chr2L","-","Oatp33Ea",-1.04631512702405,0.00603523380135088,"Autosome"
"447","FBgn0032456","chr2L","+","MRP",-0.39500350650077,9.54500721894857e-05,"Autosome"
"448","FBgn0032485","chr2L","-","CG9426",-0.471124253235309,4.9067265771283e-06,"Autosome"
"449","FBgn0032587","chr2L","-","CG5953",-0.299240547829999,0.000512942571067129,"Autosome"
"450","FBgn0032601","chr2L","+","yellow-b",-0.584642741545387,0.00665373140969457,"Autosome"
"451","FBgn0032603","chr2L","+","CG17928",-2.35557056029761,0.000210665519545831,"Autosome"
"452","FBgn0032613","chr2L","-","Nepl9",-0.720408928519014,0.000330773583113695,"Autosome"
"453","FBgn0032629","chr2L","-","beat-IIIc",-2.21643618994524,3.05987559051742e-65,"Autosome"
"454","FBgn0032638","chr2L","-","SPH93",-1.54237569508538,4.59986653674286e-06,"Autosome"
"455","FBgn0032666","chr2L","+","CG5758",-0.509169377256904,1.19577457401397e-05,"Autosome"
"456","FBgn0032681","chr2L","-","CG10283",0.621800600862354,1.44160381603104e-07,"Autosome"
"457","FBgn0032692","chr2L","-","IFT46",1.66198819080514,0.000809546289279123,"Autosome"
"458","FBgn0032702","chr2L","-","CG10376",-0.578878511503493,4.71423205526999e-08,"Autosome"
"459","FBgn0032715","chr2L","-","CG17597",-0.870594535752758,0.000178429379982501,"Autosome"
"460","FBgn0032719","chr2L","+","CG17321",-0.494747480653274,0.00431854810100025,"Autosome"
"461","FBgn0032726","chr2L","-","CG10621",-0.462091434155501,0.00134202448072312,"Autosome"
"462","FBgn0032744","chr2L","-","Ttc19",0.489560688307226,0.00659987841455108,"Autosome"
"463","FBgn0032775","chr2L","-","CG17544",-0.413527695757816,5.21574911169638e-05,"Autosome"
"464","FBgn0032781","chr2L","+","RtcB",0.550967251429202,0.000357775176464553,"Autosome"
"465","FBgn0032801","chr2L","-","CG10165",-0.297156954373767,0.00396512534643324,"Autosome"
"466","FBgn0032820","chr2L","-","fbp",-0.587904760070296,7.36332209439789e-09,"Autosome"
"467","FBgn0032895","chr2L","+","twit",1.79037362659609,3.51745117164796e-06,"Autosome"
"468","FBgn0032901","chr2L","-","sky",-0.602040087365939,1.98095832187723e-11,"Autosome"
"469","FBgn0032935","chr2L","-","Atg18b",-0.474933128684143,9.66415656249551e-05,"Autosome"
"470","FBgn0032946","chr2L","+","nrv3",-2.29042796427757,2.61746202222465e-17,"Autosome"
"471","FBgn0032955","chr2L","-","CG2201",-0.546491205428219,3.64303392134637e-08,"Autosome"
"472","FBgn0032981","chr2L","+","CG3635",-2.56704902417533,9.20074633671492e-59,"Autosome"
"473","FBgn0033033","chr2R","-","scaf",0.975599503678171,3.14518519513119e-20,"Autosome"
"474","FBgn0033052","chr2R","-","SCAP",0.414983884148888,7.7252791228077e-05,"Autosome"
"475","FBgn0033062","chr2R","-","Ars2",0.428252675776878,0.000101953191611897,"Autosome"
"476","FBgn0033063","chr2R","+","CG14589",-1.75106619581583,0.00456495719885847,"Autosome"
"477","FBgn0033112","chr2R","-","Spn42Db",-1.30059232838137,1.73898699529966e-06,"Autosome"
"478","FBgn0033113","chr2R","+","Spn42Dc",-0.587952665806412,3.47916027858564e-09,"Autosome"
"479","FBgn0033128","chr2R","+","Tsp42Eg",1.41585643541586,0.00283361197589163,"Autosome"
"480","FBgn0033132","chr2R","+","Tsp42Ej",0.55074111604067,0.00114270598879102,"Autosome"
"481","FBgn0033166","chr2R","-","Eaf",0.63991829926331,1.92763949807765e-08,"Autosome"
"482","FBgn0033174","chr2R","+","CG11125",0.494541065114651,0.00150015326857659,"Autosome"
"483","FBgn0033204","chr2R","+","CG2065",-0.546828489794343,0.000713167044321408,"Autosome"
"484","FBgn0033224","chr2R","-","Nop17l",0.370059196684389,0.00389753706029769,"Autosome"
"485","FBgn0033226","chr2R","+","puml",0.281304514603882,0.00162264756069567,"Autosome"
"486","FBgn0033302","chr2R","-","Cyp6a14",-1.60297537796904,9.51810883351814e-14,"Autosome"
"487","FBgn0033309","chr2R","-","Lnpk",0.502063445110249,9.39854848035726e-05,"Autosome"
"488","FBgn0033377","chr2R","-","Pgm2a",0.63254531515316,5.16652457389045e-10,"Autosome"
"489","FBgn0033426","chr2R","+","Nt5c",0.553062329321823,0.001616505709256,"Autosome"
"490","FBgn0033437","chr2R","-","CG12926",0.763464753225426,0.00110910224713501,"Autosome"
"491","FBgn0033438","chr2R","-","Mmp2",0.246196357166477,0.00502235048303813,"Autosome"
"492","FBgn0033453","chr2R","+","Sting",0.869307578702546,1.50714854291719e-08,"Autosome"
"493","FBgn0033475","chr2R","+","CG12129",0.514649910001597,0.000595923297150255,"Autosome"
"494","FBgn0033476","chr2R","-","oys",0.507511065707896,6.89913677272854e-07,"Autosome"
"495","FBgn0033480","chr2R","+","mRpL42",0.54374584278729,0.00306554217412094,"Autosome"
"496","FBgn0033490","chr2R","+","CG12917",0.813085010219759,5.14965125791836e-07,"Autosome"
"497","FBgn0033518","chr2R","+","Prx6c",-1.71284191959182,1.37820060747056e-28,"Autosome"
"498","FBgn0033519","chr2R","-","CG11825",-2.09588037249054,6.75793199528555e-06,"Autosome"
"499","FBgn0033635","chr2R","+","Prip",-0.683982922767684,0.00543394885120784,"Autosome"
"500","FBgn0033645","chr2R","-","CG13196",-3.61271731048515,1.53676355524474e-12,"Autosome"
"501","FBgn0033649","chr2R","+","pyr",-0.353805574778188,7.23063922663174e-05,"Autosome"
"502","FBgn0033654","chr2R","-","Sobp",0.410300143576788,0.000923041033854415,"Autosome"
"503","FBgn0033668","chr2R","+","exp",0.844959066705126,9.9994953458085e-05,"Autosome"
"504","FBgn0033669","chr2R","-","PI31",0.734739582020949,4.13463279271601e-08,"Autosome"
"505","FBgn0033683","chr2R","+","CG18343",0.473863405241777,0.00414628911976717,"Autosome"
"506","FBgn0033692","chr2R","+","wash",0.576061147243277,0.000171910260131886,"Autosome"
"507","FBgn0033748","chr2R","-","vis",-4.00418379929967,3.44255252240283e-19,"Autosome"
"508","FBgn0033769","chr2R","-","CG8768",0.773842229494704,0.00375520838646167,"Autosome"
"509","FBgn0033809","chr2R","-","CG4630",-0.353846627673046,0.000893510644150885,"Autosome"
"510","FBgn0033830","chr2R","-","CG10814",3.61130468757476,0.000362258945426243,"Autosome"
"511","FBgn0033875","chr2R","+","CG6357",-0.828595142000907,2.8201790642484e-06,"Autosome"
"512","FBgn0033879","chr2R","-","Echs1",-0.408697831232593,1.77602015284049e-05,"Autosome"
"513","FBgn0033900","chr2R","-","CysRS-m",0.685230364093829,5.77652873554231e-05,"Autosome"
"514","FBgn0033913","chr2R","+","CG8468",-0.318807672658355,0.000995632698647524,"Autosome"
"515","FBgn0033916","chr2R","+","Usp20-33",0.431260122737648,0.00810026288326786,"Autosome"
"516","FBgn0033926","chr2R","-","Arc1",-0.397467926354074,9.91957853862443e-05,"Autosome"
"517","FBgn0033949","chr2R","+","Had2",-2.06227591386638,3.83493587769923e-05,"Autosome"
"518","FBgn0033955","chr2R","+","Targ",-2.9208598372491,8.03049833876417e-05,"Autosome"
"519","FBgn0033970","chr2R","+","CG10205",-4.28246192494735,0.000466523515578694,"Autosome"
"520","FBgn0033980","chr2R","+","Cyp6a20",-0.413336237230824,3.45273115984717e-05,"Autosome"
"521","FBgn0034010","chr2R","-","CG8157",-1.20710262449481,8.99597550118503e-05,"Autosome"
"522","FBgn0034011","chr2R","-","CG8160",-1.51123918578299,0.00502235048303813,"Autosome"
"523","FBgn0034013","chr2R","+","unc-5",-0.282194702641495,0.00568991222128474,"Autosome"
"524","FBgn0034067","chr2R","+","CG8399",0.437306526294416,0.000454610695968719,"Autosome"
"525","FBgn0034135","chr2R","+","Syn2",-1.22884798640988,1.31992961365322e-07,"Autosome"
"526","FBgn0034142","chr2R","-","CG8306",-0.610903741257074,3.97978450095214e-05,"Autosome"
"527","FBgn0034184","chr2R","+","CG9646",0.350344209327824,0.00429565662351923,"Autosome"
"528","FBgn0034186","chr2R","-","CG8950",0.732952325991486,3.20992342418717e-12,"Autosome"
"529","FBgn0034198","chr2R","+","CG11400",-0.56364386940848,0.000851859753988841,"Autosome"
"530","FBgn0034223","chr2R","-","Tes",0.498892166457694,0.00135881205745038,"Autosome"
"531","FBgn0034246","chr2R","-","Dcr-2",0.54070279022095,2.25679124507894e-06,"Autosome"
"532","FBgn0034255","chr2R","-","Oxp",-3.07993489144007,5.09176696021327e-25,"Autosome"
"533","FBgn0034304","chr2R","-","CG5742",0.356366123145602,0.00763783855404465,"Autosome"
"534","FBgn0034312","chr2R","+","CG10916",0.423015324774117,0.000354307232253813,"Autosome"
"535","FBgn0034408","chr2R","+","sano",-0.349323844324767,0.00981701663966317,"Autosome"
"536","FBgn0034436","chr2R","+","CG11961",-0.284754086171377,0.00124355585860066,"Autosome"
"537","FBgn0034439","chr2R","+","CG10062",-2.77442486163217,5.28064075809716e-09,"Autosome"
"538","FBgn0034440","chr2R","+","CG10073",-1.65645127113279,0.000491710921903012,"Autosome"
"539","FBgn0034501","chr2R","-","CG13868",-0.617261453182443,2.3361831542824e-10,"Autosome"
"540","FBgn0034538","chr2R","-","CG16799",0.823748931774193,0.00275007767335828,"Autosome"
"541","FBgn0034585","chr2R","-","Rbpn-5",0.451396977197432,0.00846422063752739,"Autosome"
"542","FBgn0034618","chr2R","+","CG9485",0.544599239494339,0.000300492710670687,"Autosome"
"543","FBgn0034636","chr2R","-","twz",0.622846340071606,0.00204798609455815,"Autosome"
"544","FBgn0034647","chr2R","-","pirk",-0.674144480194073,2.61746202222465e-17,"Autosome"
"545","FBgn0034706","chr2R","+","CG11275",0.79129105163848,7.26874956441474e-08,"Autosome"
"546","FBgn0034724","chr2R","-","babos",-1.43923245148771,8.0380183944152e-05,"Autosome"
"547","FBgn0034756","chr2R","-","Cyp6d2",2.13108839449256,1.05019304839899e-06,"Autosome"
"548","FBgn0034793","chr2R","+","asrij",0.491568368667309,0.0013710392775371,"Autosome"
"549","FBgn0034796","chr2R","+","CG3700",1.10491737205994,3.27562404554593e-13,"Autosome"
"550","FBgn0034797","chr2R","+","nahoda",0.422985321188808,0.000953285310065005,"Autosome"
"551","FBgn0034804","chr2R","-","GrlHz",0.445789593421103,0.00171993596499999,"Autosome"
"552","FBgn0034808","chr2R","-","CG9896",0.398727060676856,0.00749646481056869,"Autosome"
"553","FBgn0034850","chr2R","+","CG9875",1.14043259656278,0.00630639741330662,"Autosome"
"554","FBgn0034870","chr2R","+","CG13559",-2.38913898633033,0.00331966508878924,"Autosome"
"555","FBgn0034909","chr2R","-","pippin",1.15604366821818,0.0020546411668582,"Autosome"
"556","FBgn0034962","chr2R","+","MAN1",0.522684329024751,0.000952457743228058,"Autosome"
"557","FBgn0034964","chr2R","+","IntS1",0.476800353770871,7.15396249201473e-06,"Autosome"
"558","FBgn0034970","chr2R","-","yki",0.53929743230316,0.00064468590242186,"Autosome"
"559","FBgn0034971","chr2R","+","Gpat4",0.521080770107168,0.000421111528438519,"Autosome"
"560","FBgn0034975","chr2R","+","enok",0.431292905254089,0.000332298440213731,"Autosome"
"561","FBgn0034976","chr2R","-","CG4049",0.476814390677495,0.00643496870035327,"Autosome"
"562","FBgn0034988","chr2R","+","cN-IIIB",0.743492141389346,8.08191596174625e-10,"Autosome"
"563","FBgn0034989","chr2R","+","CG3356",0.407763910345682,0.00880062457936317,"Autosome"
"564","FBgn0034999","chr2R","+","Fatp3",0.338581144132746,0.000247493360856319,"Autosome"
"565","FBgn0035023","chr2R","+","ITP",-0.261060798142254,0.009652814339266,"Autosome"
"566","FBgn0035035","chr2R","+","Samtor",0.47925216245895,4.25735253644746e-05,"Autosome"
"567","FBgn0035109","chr3L","+","CG13876",0.5541405561318,0.000648425018877976,"Autosome"
"568","FBgn0035132","chr3L","-","mthl10",0.523508708897585,0.00547483240881952,"Autosome"
"569","FBgn0035143","chr3L","+","Ppm1",0.947883232641178,1.15774311207351e-07,"Autosome"
"570","FBgn0035150","chr3L","+","Rev1",0.39493379031629,0.00119394204883015,"Autosome"
"571","FBgn0035157","chr3L","-","CG13894",0.546774301326342,0.00358076257245344,"Autosome"
"572","FBgn0035160","chr3L","-","hng3",0.953908563000448,0.000554941475550031,"Autosome"
